#NUM,NUM,NUM,TEXT,TEXT,TEXT,TEXT,NUM,NUM,NUM,NUM,TEXT,TEXT,NUM,TEXT,NUM,NUM,TEXT,TEXT
id,group,type,comments,name,desc,icon,level,cycle,timeBeginId,timeEndId,goalType,goalParam,goalCount,rewardId,expK,expB,speechId,path
10009,1,1,通关1-4,zhuxian10008,mubiao10008,task_rmb_icon,3,1,-1,-1,instance,dajie14,1,50008,1,1,,1_dajie14
10010,1,1,升级技能,zhuxian10009,mubiao10009,task_rmb_icon,3,1,-1,-1,upskill,,3,50009,1,1,,
10011,1,1,穿戴装备1,zhuxian10011,mubiao10011,task_rmb_icon,3,1,-1,-1,equipstage,1,1,50011,1,1,,
10012,1,1,通关1-5,zhuxian10010,mubiao10010,task_rmb_icon,3,1,-1,-1,instance,dajie15,1,50010,1,1,,1_dajie15
10013,1,1,合成花魄,linshi2,linmubiao2,task_rmb_icon,3,1,-1,-1,petmix,xgHuapo2,1,linshi2,1,1,,
10014,1,1,商店刷新,zhuxian10012,mubiao10012,task_rmb_icon,3,1,-1,-1,shoprefresh,,1,50012,1,1,,4_1
10015,1,1,升级宠物,zhuxian10013,mubiao10013,task_rmb_icon,3,1,-1,-1,petlevel,5,1,50013,1,1,,
10016,1,1,穿戴装备2,zhuxian10014,mubiao10014,task_rmb_icon,3,1,-1,-1,equipstage,1,3,50014,1,1,,
10017,1,1,通关1-8,zhuxian10015,mubiao10015,task_rmb_icon,5,1,-1,-1,instance,dajie18,1,50015,1,1,,1_dajie18
10018,1,1,装备强化,zhuxian10016,mubiao10016,task_rmb_icon,5,1,-1,-1,upequip,,1,50016,1,1,,
10019,2,1,领取普通章节1满星奖励,zhuxian10017,mubiao10017,task_rmb_icon,7,1,-1,-1,chapternormal,1,1,50017,1,1,,
10020,2,1,日常开启,zhuxian10018,mubiao10018,task_rmb_icon,7,1,-1,-1,questcycle,2,1,50018,1,1,,
10021,2,1,装备升阶,zhuxian10020,mubiao10020,task_rmb_icon,8,1,-1,-1,equipstage,2,1,50020,1,1,,
10022,1,1,升级宠物,zhuxian10021,mubiao10021,task_rmb_icon,6,1,-1,-1,petlevel,7,2,50021,1,1,,
10023,1,1,宠物升阶,zhuxian10022,mubiao10022,task_rmb_icon,7,1,-1,-1,petstage,1,1,50022,1,1,,
10024,1,1,通关2-4,zhuxian10023,mubiao10023,task_rmb_icon,7,1,-1,-1,instance,xiaoxiang14,1,50023,1,1,,1_xiaoxiang14
10025,1,1,挑战1-1(本次打1-1),zhuxian10024,mubiao10024,task_rmb_icon,8,1,-1,-1,instance,dajie11,1,50024,1,1,,1_dajie11
10026,1,1,通关2-8,zhuxian10027,mubiao10027,task_rmb_icon,8,1,-1,-1,instance,xiaoxiang18,1,50027,1,1,,1_xiaoxiang18
10027,1,1,宠物强化,zhuxian10025,mubiao10025,task_rmb_icon,8,1,-1,-1,petstage,3,1,50025,1,1,,
10028,1,1,有两件绿色装备,zhuxian10026,mubiao10026,task_rmb_icon,8,1,-1,-1,equipstage,2,2,50026,1,1,,
10029,1,1,有一件蓝色品质装备,zhuxian10028,mubiao10028,task_rmb_icon,12,1,-1,-1,equipstage,3,1,50028,1,1,,
10030,1,1,装备开孔(1-1),zhuxian10029,mubiao10029,task_rmb_icon,12,1,-1,-1,instance,xiaoxiang18,1,50029,1,1,,1_xiaoxiang13
10031,1,1,装备镶嵌,zhuxian10030,mubiao10030,task_rmb_icon,12,1,-1,-1,inlayall,,1,50030,1,1,,
10032,3,1,加入公会,zhuxian10031,mubiao10031,task_rmb_icon,20,1,-1,-1,societyjoin,,1,50030,1,1,,
10033,3,1,公会祈福,zhuxian10032,mubiao10032,task_rmb_icon,20,1,-1,-1,societypray,,1,50027,1,1,,
11111,1,1,竞技场,zhuxian10019,mubiao10019,task_rmb_icon,101,1,-1,-1,arena,,1,50019,1,1,,
20001,4,1,支线扫荡2-3,zhixian20001,zhimubiao20001,task_rmb_icon,8,1,-1,-1,instance,xiaoxiang13,1,53001,1,1,,1_xiaoxiang13
20002,4,1,支线扫荡2-7,zhixian20002,zhimubiao20002,task_rmb_icon,9,1,-1,-1,instance,xiaoxiang17,1,53002,1,1,,1_xiaoxiang17
2000001,200,1,满星副本,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,star3,dajie11,1,50027,1,1,,
2000002,201,1,普通副本次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,normal,,1,50027,1,1,,
2000003,202,1,精英副本次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,hard,,1,50027,1,1,,
2000004,203,1,所有副本次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,all,,1,50027,1,1,,
2000005,204,1,达到等级,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,level,,1,50027,1,1,,2_1
2000006,205,1,金币试炼次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,holecoin,,1,50027,1,1,,2_2
2000007,206,1,经验试炼次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,holeexp,,1,50027,1,1,,3_1
2000008,207,1,通天塔次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,tower,,1,50027,1,1,,3_2
2000009,208,1,大冒险次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,adventure,,1,50027,1,1,,2_1
2000010,209,1,购买金币次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,buycoin,,1,50027,1,1,,2_2
2000011,210,1,购买礼包次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,buygift,,1,50027,1,1,,3_1
2000012,211,1,购买物品次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,buyitem,50005 | 50006,1,50027,1,1,,3_2
2000013,212,1,购买钻石数量,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,paydiamond,,1,50027,1,1,,2_1
2000014,213,1,消耗体力,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,usefatigue,,1,50027,1,1,,2_2
2000015,214,1,消耗钻石,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,usediamond,,1,50027,1,1,,3_1
2000016,215,1,镶嵌X类型宝石次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,inlaytype,1,1,50027,1,1,,3_2
2000017,216,1,合成宝石次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,synall,,1,50027,1,1,,2_1
2000018,217,1,合成X类型宝石次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,syntype,1,1,50027,1,1,,2_2
2000019,218,1,金币抽蛋次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,eggcoin,,1,50027,1,1,,3_1
2000020,219,1,钻石抽蛋次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,eggdiamond,,1,50027,1,1,,3_2
2000021,220,1,抽蛋次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,eggall,,1,50027,1,1,,2_1
2000022,221,1,抽到品质宠物数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,callpetstage,1,1,50027,1,1,,2_2
2000023,222,1,抽到品质装备数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,callequipstage,1,1,50027,1,1,,3_1
2000024,223,1,抽到X道具数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,callitem,50005|50006,1,50027,1,1,,3_2
2000026,225,1,公会boss次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,societyboss,,1,50027,1,1,,2_2
2000027,226,1,工会体力赠送次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,societyfatigue,,1,50027,1,1,,3_1
2000028,227,1,竞技场币数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,coinarena,,1,50027,1,1,,3_2
2000029,228,1,公会币数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,coinsociety,,1,50027,1,1,,2_1
2000030,229,1,通天塔币数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,cointower,,1,50027,1,1,,2_2
2000031,230,1,完成任务X,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,quest,2000001,1,50027,1,1,,3_1
2000032,231,1,完成X类任务数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,questtype,1,1,50027,1,1,,3_2
2000033,232,1,领取,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,free,,1,50027,1,1,,2_1
2000034,233,1,合成X宠物次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,petmix,xgWagui,1,50027,1,1,,2_2
2000035,234,1,装备打孔次数,多语言id,多语言id,task_rmb_icon,101,1,-1,-1,equipslot,,1,50027,1,1,,3_1
