#TEXT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
id,strength,intelligence,speed,defense,health,energy,healRatio,criticalRatio,criticalDmg
1504,0,0,0,60.4,0,0,0,0,0
1505,0,0,0,131.9111111,0,0,0,0,0
1506,0,0,0,0,0,0,0,0,0
1601,0,5.222222222,0,7.466666667,0,0,0,0,0
1602,0,8,0,11.46666667,0,0,0,0,0
1603,0,12.55555556,0,17.93333333,0,0,0,0,0
1604,0,31.66666667,0,45.3,0,0,0,0,0
1605,0,69.17777778,0,98.93333333,0,0,0,0,0
1606,0,0,0,0,0,0,0,0,0
1701,2.611111111,0,0,0,30.57777778,0,0,0,0
1702,4,0,0,0,46.84444444,0,0,0,0
1703,6.277777778,0,0,0,73.46666667,0,0,0,0
1704,15.83333333,0,0,0,185.3777778,0,0,0,0
1705,34.58888889,0,0,0,404.9777778,0,0,0,0
1706,0,0,0,0,0,0,0,0,0
1801,0,10.44444444,0,0,7.644444444,0,0,0,0
1802,0,16,0,0,11.71111111,0,0,0,0
1803,0,25.11111111,0,0,18.36666667,0,0,0,0
1804,0,63.33333333,0,0,46.34444444,0,0,0,0
1805,0,138.3555556,0,0,101.2444444,0,0,0,0
1806,0,0,0,0,0,0,0,0,0
1901,15.66666667,15.66666667,0,0,0,0,0,0,0
1902,24,24,0,0,0,0,0,0,0
1903,37.66666667,37.66666667,0,0,0,0,0,0,0
1904,95,95,0,0,0,0,0,0,0
1905,207.5333333,207.5333333,0,0,0,0,0,0,0
1906,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,38.22222222,0,0,0,0
2002,0,0,0,0,58.55555556,0,0,0,0
2003,0,0,0,0,91.83333333,0,0,0,0
2004,0,0,0,0,231.7222222,0,0,0,0
2005,0,0,0,0,506.2222222,0,0,0,0
2006,0,0,0,0,0,0,0,0,0
2101,0,0,0,12.44444444,0,0,0,0,0
2102,0,0,0,19.11111111,0,0,0,0,0
2103,0,0,0,29.88888889,0,0,0,0,0
2104,0,0,0,75.5,0,0,0,0,0
2105,0,0,0,164.8888889,0,0,0,0,0
2106,0,0,0,0,0,0,0,0,0
2201,0,0,0,7.466666667,0,0,0,0,0
2202,0,0,0,11.46666667,0,0,0,0,0
2203,0,0,0,17.93333333,0,0,0,0,0
2204,0,0,0,45.3,0,0,0,0,0
2205,0,0,0,98.93333333,0,0,0,0,0
2206,0,0,0,0,0,0,0,0,0
2301,0,5.222222222,0,0,22.93333333,0,0,0,0
2302,0,8,0,0,35.13333333,0,0,0,0
2303,0,12.55555556,0,0,55.1,0,0,0,0
2304,0,31.66666667,0,0,139.0333333,0,0,0,0
2305,0,69.17777778,0,0,303.7333333,0,0,0,0
2306,0,0,0,0,0,0,0,0,0
2401,0,0,0,7.466666667,15.28888889,0,0,0,0
2402,0,0,0,11.46666667,23.42222222,0,0,0,0
2403,0,0,0,17.93333333,36.73333333,0,0,0,0
2404,0,0,0,45.3,92.68888889,0,0,0,0
2405,0,0,0,98.93333333,202.4888889,0,0,0,0
2406,0,0,0,0,0,0,0,0,0
111,166,166,0,0,0,0,0,0,0
112,313,313,0,0,0,0,0,0,0
113,562,562,0,0,0,0,0,0,0
114,1186,1186,0,0,0,0,0,0,0
115,2383,2383,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0
211,0,0,0,0,707,0,0,0,0
212,0,0,0,0,1332,0,0,0,0
213,0,0,0,0,2393,0,0,0,0
214,0,0,0,0,5050,0,0,0,0
215,0,0,0,0,10148,0,0,0,0
216,0,0,0,0,0,0,0,0,0
311,0,0,0,172,0,0,0,0,0
312,0,0,0,325,0,0,0,0,0
313,0,0,0,584,0,0,0,0,0
314,0,0,0,1234,0,0,0,0,0
315,0,0,0,2479,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0
411,0,0,0,129,0,0,0,0,0
412,0,0,0,244,0,0,0,0,0
413,0,0,0,438,0,0,0,0,0
414,0,0,0,925,0,0,0,0,0
415,0,0,0,1859,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0
511,0,0,0,0,442,0,0,0,0
512,0,0,0,0,833,0,0,0,0
513,0,0,0,0,1496,0,0,0,0
514,0,0,0,0,3156,0,0,0,0
515,0,0,0,0,6343,0,0,0,0
516,0,0,0,0,0,0,0,0,0
611,0,0,0,28,176,0,0,0,0
612,0,0,0,54,333,0,0,0,0
613,0,0,0,97,598,0,0,0,0
614,0,0,0,205,1262,0,0,0,0
615,0,0,0,413,2537,0,0,0,0
616,0,0,0,0,0,0,0,0,0
711,241,120,0,0,0,0,0,0,0
712,455,227,0,0,0,0,0,0,0
713,817,408,0,0,0,0,0,0,0
714,1725,862,0,0,0,0,0,0,0
715,3467,1733,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0
811,0,0,0,0,442,0,0,0,0
812,0,0,0,0,833,0,0,0,0
813,0,0,0,0,1496,0,0,0,0
814,0,0,0,0,3156,0,0,0,0
815,0,0,0,0,6343,0,0,0,0
816,0,0,0,0,0,0,0,0,0
911,0,0,0,115,0,0,0,0,0
912,0,0,0,217,0,0,0,0,0
913,0,0,0,389,0,0,0,0,0
914,0,0,0,822,0,0,0,0,0
915,0,0,0,1653,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0
1011,60,0,0,86,0,0,0,0,0
1012,113,0,0,162,0,0,0,0,0
1013,204,0,0,292,0,0,0,0,0
1014,431,0,0,617,0,0,0,0,0
1015,866,0,0,1239,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0
1111,0,30,0,353,0,0,0,0,0
1112,0,56,0,666,0,0,0,0,0
1113,0,102,0,1196,0,0,0,0,0
1114,0,215,0,2525,0,0,0,0,0
1115,0,433,0,5074,0,0,0,0,0
1116,0,0,0,0,0,0,0,0,0
1211,120,0,0,0,88,0,0,0,0
1212,227,0,0,0,166,0,0,0,0
1213,408,0,0,0,299,0,0,0,0
1214,862,0,0,0,631,0,0,0,0
1215,1733,0,0,0,1268,0,0,0,0
1216,0,0,0,0,0,0,0,0,0
1311,120,241,0,0,0,0,0,0,0
1312,227,455,0,0,0,0,0,0,0
1313,408,817,0,0,0,0,0,0,0
1314,862,1725,0,0,0,0,0,0,0
1315,1733,3467,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0
1411,0,0,0,0,442,0,0,0,0
1412,0,0,0,0,833,0,0,0,0
1413,0,0,0,0,1496,0,0,0,0
1414,0,0,0,0,3156,0,0,0,0
1415,0,0,0,0,6343,0,0,0,0
1416,0,0,0,0,0,0,0,0,0
1511,0,0,0,115,0,0,0,0,0
1512,0,0,0,217,0,0,0,0,0
1513,0,0,0,389,0,0,0,0,0
1514,0,0,0,822,0,0,0,0,0
1515,0,0,0,1653,0,0,0,0,0
1516,0,0,0,0,0,0,0,0,0
1611,0,60,0,86,0,0,0,0,0
1612,0,113,0,162,0,0,0,0,0
1613,0,204,0,292,0,0,0,0,0
1614,0,431,0,617,0,0,0,0,0
1615,0,866,0,1239,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0
1711,30,0,0,0,353,0,0,0,0
1712,56,0,0,0,666,0,0,0,0
1713,102,0,0,0,1196,0,0,0,0
1714,215,0,0,0,2525,0,0,0,0
1715,433,0,0,0,5074,0,0,0,0
1716,0,0,0,0,0,0,0,0,0
1811,0,120,0,0,88,0,0,0,0
1812,0,227,0,0,166,0,0,0,0
1813,0,408,0,0,299,0,0,0,0
1814,0,862,0,0,631,0,0,0,0
1815,0,1733,0,0,1268,0,0,0,0
1816,0,0,0,0,0,0,0,0,0
1911,181,181,0,0,0,0,0,0,0
1912,341,341,0,0,0,0,0,0,0
1913,613,613,0,0,0,0,0,0,0
1914,1294,1294,0,0,0,0,0,0,0
1915,2600,2600,0,0,0,0,0,0,0
1916,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,442,0,0,0,0
2012,0,0,0,0,833,0,0,0,0
2013,0,0,0,0,1496,0,0,0,0
2014,0,0,0,0,3156,0,0,0,0
2015,0,0,0,0,6343,0,0,0,0
2016,0,0,0,0,0,0,0,0,0
2111,0,0,0,144,0,0,0,0,0
2112,0,0,0,271,0,0,0,0,0
2113,0,0,0,487,0,0,0,0,0
2114,0,0,0,1028,0,0,0,0,0
2115,0,0,0,2066,0,0,0,0,0
2116,0,0,0,0,0,0,0,0,0
2211,0,0,0,86,0,0,0,0,0
2212,0,0,0,162,0,0,0,0,0
2213,0,0,0,292,0,0,0,0,0
2214,0,0,0,617,0,0,0,0,0
2215,0,0,0,1239,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0
2311,0,60,0,0,265,0,0,0,0
2312,0,113,0,0,499,0,0,0,0
2313,0,204,0,0,897,0,0,0,0
2314,0,431,0,0,1893,0,0,0,0
2315,0,866,0,0,3805,0,0,0,0
2316,0,0,0,0,0,0,0,0,0
2411,0,0,0,86,176,0,0,0,0
2412,0,0,0,162,333,0,0,0,0
2413,0,0,0,292,598,0,0,0,0
2414,0,0,0,617,1262,0,0,0,0
2415,0,0,0,1239,2537,0,0,0,0
2416,0,0,0,0,0,0,0,0,0
