#TEXT,TEXT
id,reward
10413,"1_2_190_1.0,3_50002_3_1.0,3_50003_1_1.0"
10414,"1_2_205_1.0,3_50002_3_1.0,3_50003_1_1.0"
10415,"1_2_218_1.0,3_50002_3_1.0,3_50003_1_1.0"
10416,"1_2_234_1.0,3_50002_3_1.0,3_50003_1_1.0"
10417,"1_2_258_1.0,3_50002_3_1.0,3_50003_1_1.0"
10418,"1_2_275_1.0,3_50002_3_1.0,3_50003_1_1.0"
10511,"1_2_290_1.0,3_50002_3_1.0,3_50003_1_1.0"
10512,"1_2_302_1.0,3_50002_3_1.0,3_50003_1_1.0"
10513,"1_2_314_1.0,3_50002_3_1.0,3_50003_1_1.0"
10514,"1_2_326_1.0,3_50002_4_1.0,3_50003_1_1.0"
10515,"1_2_338_1.0,3_50002_4_1.0,3_50003_1_1.0"
10516,"1_2_350_1.0,3_50002_4_1.0,3_50003_1_1.0"
10517,"1_2_362_1.0,3_50002_4_1.0,3_50003_1_1.0"
10518,"1_2_374_1.0,3_50002_4_1.0,3_50003_1_1.0"
10611,"1_2_380_1.0,3_50002_4_1.0,3_50003_1_1.0"
10612,"1_2_395_1.0,3_50003_2_1.0"
10613,"1_2_410_1.0,3_50003_2_1.0"
10614,"1_2_425_1.0,3_50003_2_1.0"
10615,"1_2_440_1.0,3_50003_2_1.0"
10616,"1_2_455_1.0,3_50002_1_1.0,3_50003_2_1.0"
10617,"1_2_470_1.0,3_50002_1_1.0,3_50003_2_1.0"
10618,"1_2_485_1.0,3_50002_1_1.0,3_50003_2_1.0"
10711,"1_2_436_1.0,3_50002_4_1.0,3_50003_1_1.0"
10712,"1_2_451_1.0,3_50003_2_1.0"
10713,"1_2_466_1.0,3_50003_2_1.0"
10714,"1_2_481_1.0,3_50003_2_1.0"
10715,"1_2_496_1.0,3_50003_2_1.0"
10716,"1_2_511_1.0,3_50002_1_1.0,3_50003_2_1.0"
10717,"1_2_513_1.0,3_50002_1_1.0,3_50003_2_1.0"
10718,"1_2_541_1.0,3_50002_1_1.0,3_50003_2_1.0"
10811,"1_2_541_1.0,3_50002_4_1.0,3_50003_1_1.0"
10812,"1_2_562_1.0,3_50003_2_1.0"
10813,"1_2_571_1.0,3_50003_2_1.0"
10814,"1_2_578_1.0,3_50003_2_1.0"
10815,"1_2_586_1.0,3_50003_2_1.0"
10816,"1_2_593_1.0,3_50002_1_1.0,3_50003_2_1.0"
10817,"1_2_607_1.0,3_50002_1_1.0,3_50003_2_1.0"
10818,"1_2_612_1.0,3_50002_1_1.0,3_50003_2_1.0"
1011,"1_2_12_0.18,1_2_25_0.08,1_2_40_0.03,2_5_6_1.0"
1012,"1_2_12_0.18,1_2_25_0.08,1_2_40_0.03,2_5_6_1.0"
1013,2_5_30_1.0
2011,"1_2_16_0.18,1_2_30_0.08,1_2_45_0.03,2_5_12_1.0"
2012,"1_2_16_0.18,1_2_30_0.08,1_2_45_0.03,2_5_12_1.0"
2013,2_5_39_1.0
3011,"1_2_16_0.18,1_2_30_0.08,1_2_45_0.03,2_5_12_1.0"
3012,"1_2_16_0.18,1_2_30_0.08,1_2_45_0.03,2_5_12_1.0"
3013,2_5_42_1.0
4011,"1_2_9_0.18,1_2_15_0.08,1_2_30_0.03,2_5_12_1.0"
4012,"1_2_9_0.18,1_2_18_0.08,1_2_30_0.03,2_5_12_1.0"
4013,2_5_45_1.0
5011,"1_2_7_0.18,1_2_16_0.08,1_2_30_0.03,2_5_15_1.0"
5012,"1_2_7_0.18,1_2_18_0.08,1_2_26_0.03,2_5_15_1.0"
5013,2_5_51_1.0
6011,"1_2_19_0.18,1_2_30_0.08,1_2_45_0.03,2_5_15_1.0"
6012,"1_2_19_0.18,1_2_32_0.08,1_2_45_0.03,2_5_15_1.0"
6013,2_5_57_1.0
7011,"1_2_21_0.18,1_2_30_0.08,1_2_45_0.03,2_5_18_1.0"
7012,"1_2_23_0.18,1_2_29_0.08,1_2_36_0.03,2_5_18_1.0"
7013,2_5_63_1.0
8011,"1_2_11_0.18,1_2_25_0.08,1_2_36_0.03,2_5_18_1.0"
8012,"1_2_19_0.18,1_2_32_0.08,1_2_44_0.03,2_5_18_1.0"
8013,2_5_69_1.0
1021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_20_1.0"
1022,"1_2_19_0.18,1_2_32_0.08,1_2_44_0.03,2_5_20_1.0"
1023,2_5_64_1.0
2021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_24_1.0"
2022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_24_1.0"
2023,2_5_104_1.0
3021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_24_1.0"
3022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_24_1.0"
3023,2_5_112_1.0
4021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_24_1.0"
4022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_24_1.0"
4023,2_5_120_1.0
5021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_24_1.0"
5022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_24_1.0"
5023,2_5_136_1.0
6021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_30_1.0"
6022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_30_1.0"
6023,2_5_150_1.0
7021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_30_1.0"
7022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_30_1.0"
7023,2_5_170_1.0
8021,"1_2_23_0.18,1_2_34_0.08,1_2_48_0.03,2_5_35_1.0"
8022,"1_2_26_0.18,1_2_35_0.08,1_2_46_0.03,2_5_35_1.0"
8023,2_5_200_1.0
1031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_35_1.0"
1032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_35_1.0"
1033,2_5_300_1.0
2031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
2032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
2033,2_5_320_1.0
3031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
3032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
3033,2_5_350_1.0
4031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
4032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
4033,2_5_370_1.0
5031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
5032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_40_1.0"
5033,2_5_440_1.0
6031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_45_1.0"
6032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_45_1.0"
6033,2_5_470_1.0
7031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_45_1.0"
7032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_45_1.0"
7033,2_5_500_1.0
8031,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_45_1.0"
8032,"1_2_32_0.18,1_2_40_0.08,1_2_50_0.03,2_5_45_1.0"
8033,2_5_530_1.0
1041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_45_1.0"
1042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_45_1.0"
1043,2_5_547_1.0
2041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_45_1.0"
2042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_45_1.0"
2043,2_5_579_1.0
3041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
3042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
3043,2_5_592_1.0
4041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
4042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
4043,2_5_621_1.0
5041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
5042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
5043,2_5_635_1.0
6041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
6042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
6043,2_5_654_1.0
7041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
7042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
7043,2_5_676_1.0
8041,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
8042,"1_2_38_0.18,1_2_52_0.08,1_2_69_0.03,2_5_50_1.0"
8043,2_5_697_1.0
1051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
1052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
1053,2_5_720_1.0
2051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
2052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
2053,2_5_740_1.0
3051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
3052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
3053,2_5_770_1.0
4051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
4052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_50_1.0"
4053,2_5_800_1.0
5051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
5052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
5053,2_5_820_1.0
6051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
6052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
6053,2_5_850_1.0
7051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
7052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
7053,2_5_880_1.0
8051,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
8052,"1_2_42_0.18,1_2_60_0.08,1_2_80_0.03,2_5_55_1.0"
8053,2_5_900_1.0
1061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
1062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
1063,2_5_900_1.0
2061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
2062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
2063,2_5_925_1.0
3061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
3062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
3063,2_5_950_1.0
4061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
4062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
4063,2_5_980_1.0
5061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
5062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
5063,2_5_980_1.0
6061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
6062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
6063,2_5_1000_1.0
7061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
7062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
7063,2_5_1025_1.0
8061,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
8062,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
8063,2_5_1050_1.0
1071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
1072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
1073,2_5_900_1.0
2071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
2072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
2073,2_5_925_1.0
3071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
3072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
3073,2_5_950_1.0
4071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
4072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
4073,2_5_980_1.0
5071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
5072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
5073,2_5_980_1.0
6071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
6072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
6073,2_5_1000_1.0
7071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
7072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
7073,2_5_1025_1.0
8071,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
8072,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
8073,2_5_1050_1.0
1081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
1082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
1083,2_5_900_1.0
2081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
2082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
2083,2_5_925_1.0
3081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
3082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
3083,2_5_950_1.0
4081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
4082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_55_1.0"
4083,2_5_980_1.0
5081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
5082,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
5083,2_5_980_1.0
6081,"1_2_45_0.18,1_2_65_0.08,1_2_85_0.03,2_5_60_1.0"
