#NUM,NUM,TEXT,TEXT,NUM,TEXT,TEXT,NUM,TEXT
id,page,comments,name,cycle,goalType,goalParam,goalCount,reward
42,110,累计登录13天,110_name13,1,loginall,,13,110_reward13
43,110,累计登录14天,110_name14,1,loginall,,14,110_reward14
44,110,累计登录15天,110_name15,1,loginall,,15,110_reward15
45,110,累计登录16天,110_name16,1,loginall,,16,110_reward16
46,110,累计登录17天,110_name17,1,loginall,,17,110_reward17
47,110,累计登录18天,110_name18,1,loginall,,18,110_reward18
48,110,累计登录19天,110_name19,1,loginall,,19,110_reward19
49,110,累计登录20天,110_name20,1,loginall,,20,110_reward20
50,111,连续2天登录,111_name1,1,logincontinue,,2,111_reward1
51,111,连续3天登录,111_name2,1,logincontinue,,3,111_reward2
52,111,连续5天登录,111_name3,1,logincontinue,,5,111_reward3
53,111,连续7天登录,111_name4,1,logincontinue,,7,111_reward4
54,111,连续10天登录,111_name5,1,logincontinue,,10,111_reward5
55,111,连续15天登录,111_name6,1,logincontinue,,15,111_reward6
56,112,等级达到5级,112_name1,1,level,,5,112_reward1
57,112,等级达到10级,112_name2,1,level,,10,112_reward2
58,112,等级达到15级,112_name3,1,level,,15,112_reward3
59,112,等级达到20级,112_name4,1,level,,20,112_reward4
60,112,等级达到25级,112_name5,1,level,,25,112_reward5
61,112,等级达到30级,112_name6,1,level,,30,112_reward6
62,112,等级达到35级,112_name7,1,level,,35,112_reward7
63,112,等级达到40级,112_name8,1,level,,40,112_reward8
64,112,等级达到45级,112_name9,1,level,,45,112_reward9
65,112,等级达到50级,112_name10,1,level,,50,112_reward10
66,112,等级达到55级,112_name11,1,level,,55,112_reward11
67,112,等级达到60级,112_name12,1,level,,60,112_reward12
68,113,开服奖励,113_name1,1,free,,1,113_reward
69,114,充值任意,114_name1,2,paydiamond,,1,114_reward1
70,114,充值1600,114_name2,2,paydiamond,,1600,114_reward2
71,115,累计充值200钻石,115_name1,1,paydiamond,,200,115_reward1
72,115,累计充值800钻石,115_name2,1,paydiamond,,800,115_reward2
73,115,累计充值1600钻石,115_name3,1,paydiamond,,1600,115_reward3
74,115,累计充值3200钻石,115_name4,1,paydiamond,,3200,115_reward4
75,115,累计充值4800钻石,115_name5,1,paydiamond,,4800,115_reward5
76,115,累计充值8000钻石,115_name6,1,paydiamond,,8000,115_reward6
77,115,累计充值12800钻石,115_name7,1,paydiamond,,12800,115_reward7
78,115,累计充值16000钻石,115_name8,1,paydiamond,,16000,115_reward8
79,115,累计充值24000钻石,115_name9,1,paydiamond,,24000,115_reward9
80,115,累计充值32000钻石,115_name10,1,paydiamond,,32000,115_reward10
81,116,参与竞技场3次,116_name1,2,arenaenter,,3,116_reward1
82,116,参与竞技场5次,116_name2,2,arenaenter,,5,116_reward2
83,116,参与竞技场10次,116_name3,2,arenaenter,,10,116_reward3
84,116,竞技场胜利10次,116_name4,1,arenawin,,10,116_reward4
85,116,竞技场胜利20次,116_name5,1,arenawin,,20,116_reward5
86,116,竞技场胜利50次,116_name6,1,arenawin,,50,116_reward6
87,117,通天塔胜利5次,117_name1,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,5,117_reward1
88,117,通天塔胜利10次,117_name2,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,10,117_reward2
89,117,通天塔胜利15次,117_name3,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,15,117_reward3
90,117,通天塔胜利20次,117_name4,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,20,117_reward4
91,117,通天塔胜利25次,117_name5,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,25,117_reward5
92,117,通天塔胜利30次,117_name6,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,30,117_reward6
93,117,通天塔胜利35次,117_name7,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,35,117_reward7
94,117,通天塔胜利40次,117_name8,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,40,117_reward8
95,117,通天塔胜利45次,117_name9,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,45,117_reward9
96,117,通天塔胜利50次,117_name10,1,instance-x,shilianta1|shilianta2|shilianta3|shilianta4|shilianta5|shilianta6|shilianta7|shilianta8|shilianta9|shilianta10|shilianta11|shilianta12|shilianta13|shilianta14|shilianta15|shilianta16|shilianta17|shilianta18|shilianta19|shilianta20|siwangta1|siwangta2|siwangta3|siwangta4|siwangta5|siwangta6|siwangta7|siwangta8|siwangta9|siwangta10|siwangta11|siwangta12|siwangta13|siwangta14|siwangta15|siwangta16|siwangta17|siwangta18|siwangta19|siwangta20|siwangta21|siwangta22|siwangta23|siwangta24|siwangta25|siwangta26|siwangta27|siwangta28|siwangta29|siwangta30,50,117_reward10
97,118,每日完成1次许愿,118_name1,2,guildpray,,1,118_reward1
98,118,每日赠送10次公会体力,118_name2,2,guildfatigue,,10,118_reward2
99,118,完成钻石许愿1次,118_name3,1,guildpray-x,3,1,118_reward3
100,118,完成钻石许愿5次,118_name4,1,guildpray-x,3,5,118_reward4
101,118,完成钻石许愿10次,118_name5,1,guildpray-x,3,10,118_reward5
102,118,开启公会任务1次,118_name6,1,guildquestopen,,1,118_reward6
103,118,开启公会任务5次,118_name7,1,guildquestopen,,5,118_reward7
104,118,开启公会任务10次,118_name8,1,guildquestopen,,10,118_reward8
105,118,完成公会任务1次,118_name9,1,guildquest,,1,118_reward9
106,118,完成公会任务5次,118_name10,1,guildquest,,5,118_reward10
107,118,完成公会任务10次,118_name11,1,guildquest,,10,118_reward11
108,119,领取大冒险奖励1次,119_name1,2,adventure,,1,119_reward1
109,119,领取大冒险奖励3次,119_name2,2,adventure,,3,119_reward2
110,119,领取大冒险奖励5次,119_name3,2,adventure,,5,119_reward3
111,119,大冒险使用雇佣兵1次,119_name4,2,adventurehire,,1,119_reward4
112,119,大冒险使用雇佣兵3次,119_name5,2,adventurehire,,3,119_reward5
113,119,大冒险使用雇佣兵5次,119_name6,2,adventurehire,,5,119_reward6
114,120,累计钻石十连抽1次,120_name1,1,eggdiamond10,,1,120_reward1
115,120,累计钻石十连抽5次,120_name2,1,eggdiamond10,,5,120_reward2
116,120,累计钻石十连抽10次,120_name3,1,eggdiamond10,,10,120_reward3
117,120,累计钻石十连抽15次,120_name4,1,eggdiamond10,,15,120_reward4
118,120,累计钻石十连抽20次,120_name5,1,eggdiamond10,,20,120_reward5
119,120,累计钻石十连抽30次,120_name6,1,eggdiamond10,,30,120_reward6
120,120,累计钻石十连抽50次,120_name7,1,eggdiamond10,,50,120_reward7
