#NUM,NUM,NUM,TEXT,TEXT,TEXT,TEXT,NUM,NUM,NUM,NUM,TEXT,TEXT,NUM,TEXT,NUM,NUM,TEXT,TEXT
id,group,type,comments,name,desc,icon,level,cycle,timeBeginId,timeEndId,goalType,goalParam,goalCount,rewardId,expK,expB,speechId,path
1011,2,1,通关普通副本2-3,biaoti1011,mubiao1011,task_rmb_icon,9,1,-1,-1,instance-x,xiaoxiang13,1,10011,0,0,,1_xiaoxiang13
1012,2,1,通关普通副本2-4,biaoti1012,mubiao1012,task_rmb_icon,10,1,-1,-1,instance-x,xiaoxiang14,1,10012,0,0,,1_xiaoxiang14
1013,2,1,通关普通副本2-5,biaoti1013,mubiao1013,task_rmb_icon,11,1,-1,-1,instance-x,xiaoxiang15,1,10013,0,0,,1_xiaoxiang15
1014,2,1,通关普通副本2-6,biaoti1014,mubiao1014,task_rmb_icon,12,1,-1,-1,instance-x,xiaoxiang16,1,10014,0,0,,1_xiaoxiang16
1015,2,1,通关普通副本2-7,biaoti1015,mubiao1015,task_rmb_icon,13,1,-1,-1,instance-x,xiaoxiang17,1,10015,0,0,,1_xiaoxiang17
1016,2,1,通关普通副本2-8,biaoti1016,mubiao1016,task_rmb_icon,13,1,-1,-1,instance-x,xiaoxiang18,1,10016,0,0,,1_xiaoxiang18
1017,2,1,通关普通副本3-1,biaoti1017,mubiao1017,task_rmb_icon,14,1,-1,-1,instance-x,senlin11,1,10017,0,0,,1_senlin11
1018,2,1,通关普通副本3-2,biaoti1018,mubiao1018,task_rmb_icon,14,1,-1,-1,instance-x,senlin12,1,10018,0,0,,1_senlin12
1019,2,1,通关普通副本3-3,biaoti1019,mubiao1019,task_rmb_icon,15,1,-1,-1,instance-x,senlin13,1,10019,0,0,,1_senlin13
1020,2,1,通关普通副本3-4,biaoti1020,mubiao1020,task_rmb_icon,16,1,-1,-1,instance-x,senlin14,1,10020,0,0,,1_senlin14
1021,2,1,通关普通副本3-5,biaoti1021,mubiao1021,task_rmb_icon,17,1,-1,-1,instance-x,senlin15,1,10021,0,0,,1_senlin15
1022,2,1,通关普通副本3-6,biaoti1022,mubiao1022,task_rmb_icon,17,1,-1,-1,instance-x,senlin16,1,10022,0,0,,1_senlin16
1023,2,1,通关普通副本3-7,biaoti1023,mubiao1023,task_rmb_icon,18,1,-1,-1,instance-x,senlin17,1,10023,0,0,,1_senlin17
1024,2,1,通关普通副本3-8,biaoti1024,mubiao1024,task_rmb_icon,19,1,-1,-1,instance-x,senlin18,1,10024,0,0,,1_senlin18
1025,2,1,通关普通副本4-1,biaoti1025,mubiao1025,task_rmb_icon,20,1,-1,-1,instance-x,huoshan11,1,10025,0,0,,1_huoshan11
1026,2,1,通关普通副本4-2,biaoti1026,mubiao1026,task_rmb_icon,20,1,-1,-1,instance-x,huoshan12,1,10026,0,0,,1_huoshan12
1027,2,1,通关普通副本4-3,biaoti1027,mubiao1027,task_rmb_icon,20,1,-1,-1,instance-x,huoshan13,1,10027,0,0,,1_huoshan13
1028,2,1,通关普通副本4-4,biaoti1028,mubiao1028,task_rmb_icon,20,1,-1,-1,instance-x,huoshan14,1,10028,0,0,,1_huoshan14
1029,2,1,通关普通副本4-5,biaoti1029,mubiao1029,task_rmb_icon,20,1,-1,-1,instance-x,huoshan15,1,10029,0,0,,1_huoshan15
1030,2,1,通关普通副本4-6,biaoti1030,mubiao1030,task_rmb_icon,20,1,-1,-1,instance-x,huoshan16,1,10030,0,0,,1_huoshan16
1031,2,1,通关普通副本4-7,biaoti1031,mubiao1031,task_rmb_icon,20,1,-1,-1,instance-x,huoshan17,1,10031,0,0,,1_huoshan17
1032,2,1,通关普通副本4-8,biaoti1032,mubiao1032,task_rmb_icon,20,1,-1,-1,instance-x,huoshan18,1,10032,0,0,,1_huoshan18
1034,2,1,通关普通副本5-1,biaoti1034,mubiao1034,task_rmb_icon,25,1,-1,-1,instance-x,xueshan11,1,10034,0,0,,1_xueshan11
1035,2,1,通关普通副本5-2,biaoti1035,mubiao1035,task_rmb_icon,25,1,-1,-1,instance-x,xueshan12,1,10035,0,0,,1_xueshan12
1036,2,1,通关普通副本5-3,biaoti1036,mubiao1036,task_rmb_icon,25,1,-1,-1,instance-x,xueshan13,1,10036,0,0,,1_xueshan13
1037,2,1,通关普通副本5-4,biaoti1037,mubiao1037,task_rmb_icon,25,1,-1,-1,instance-x,xueshan14,1,10037,0,0,,1_xueshan14
1038,2,1,通关普通副本5-5,biaoti1038,mubiao1038,task_rmb_icon,25,1,-1,-1,instance-x,xueshan15,1,10038,0,0,,1_xueshan15
1039,2,1,通关普通副本5-6,biaoti1039,mubiao1039,task_rmb_icon,25,1,-1,-1,instance-x,xueshan16,1,10039,0,0,,1_xueshan16
1040,2,1,通关普通副本5-7,biaoti1040,mubiao1040,task_rmb_icon,25,1,-1,-1,instance-x,xueshan17,1,10040,0,0,,1_xueshan17
1041,2,1,通关普通副本5-8,biaoti1041,mubiao1041,task_rmb_icon,25,1,-1,-1,instance-x,xueshan18,1,10041,0,0,,1_xueshan18
1043,2,1,通关普通副本6-1,biaoti1043,mubiao1043,task_rmb_icon,30,1,-1,-1,instance-x,minghe11,1,10043,0,0,,1_minghe11
1044,2,1,通关普通副本6-2,biaoti1044,mubiao1044,task_rmb_icon,30,1,-1,-1,instance-x,minghe12,1,10044,0,0,,1_minghe12
1045,2,1,通关普通副本6-3,biaoti1045,mubiao1045,task_rmb_icon,30,1,-1,-1,instance-x,minghe13,1,10045,0,0,,1_minghe13
1046,2,1,通关普通副本6-4,biaoti1046,mubiao1046,task_rmb_icon,30,1,-1,-1,instance-x,minghe14,1,10046,0,0,,1_minghe14
1047,2,1,通关普通副本6-5,biaoti1047,mubiao1047,task_rmb_icon,30,1,-1,-1,instance-x,minghe15,1,10047,0,0,,1_minghe15
1048,2,1,通关普通副本6-6,biaoti1048,mubiao1048,task_rmb_icon,30,1,-1,-1,instance-x,minghe16,1,10048,0,0,,1_minghe16
1049,2,1,通关普通副本6-7,biaoti1049,mubiao1049,task_rmb_icon,30,1,-1,-1,instance-x,minghe17,1,10049,0,0,,1_minghe17
1050,2,1,通关普通副本6-8,biaoti1050,mubiao1050,task_rmb_icon,30,1,-1,-1,instance-x,minghe18,1,10050,0,0,,1_minghe18
1052,2,1,通关普通副本7-1,biaoti1052,mubiao1052,task_rmb_icon,35,1,-1,-1,instance-x,kongdao11,1,10052,0,0,,1_kongdao11
1053,2,1,通关普通副本7-2,biaoti1053,mubiao1053,task_rmb_icon,35,1,-1,-1,instance-x,kongdao12,1,10053,0,0,,1_kongdao12
1054,2,1,通关普通副本7-3,biaoti1054,mubiao1054,task_rmb_icon,35,1,-1,-1,instance-x,kongdao13,1,10054,0,0,,1_kongdao13
1055,2,1,通关普通副本7-4,biaoti1055,mubiao1055,task_rmb_icon,35,1,-1,-1,instance-x,kongdao14,1,10055,0,0,,1_kongdao14
1057,2,1,通关普通副本7-5,biaoti1057,mubiao1057,task_rmb_icon,35,1,-1,-1,instance-x,kongdao15,1,10057,0,0,,1_kongdao15
1058,2,1,通关普通副本7-6,biaoti1058,mubiao1058,task_rmb_icon,35,1,-1,-1,instance-x,kongdao16,1,10058,0,0,,1_kongdao16
1059,2,1,通关普通副本7-7,biaoti1059,mubiao1059,task_rmb_icon,35,1,-1,-1,instance-x,kongdao17,1,10059,0,0,,1_kongdao17
1060,2,1,通关普通副本7-8,biaoti1060,mubiao1060,task_rmb_icon,35,1,-1,-1,instance-x,kongdao18,1,10060,0,0,,1_kongdao18
1062,2,1,通关普通副本8-1,biaoti1062,mubiao1062,task_rmb_icon,40,1,-1,-1,instance-x,renjie11,1,10062,0,0,,1_renjie11
1063,2,1,通关普通副本8-2,biaoti1063,mubiao1063,task_rmb_icon,40,1,-1,-1,instance-x,renjie12,1,10063,0,0,,1_renjie12
1064,2,1,通关普通副本8-3,biaoti1064,mubiao1064,task_rmb_icon,40,1,-1,-1,instance-x,renjie13,1,10064,0,0,,1_renjie13
1065,2,1,通关普通副本8-4,biaoti1065,mubiao1065,task_rmb_icon,40,1,-1,-1,instance-x,renjie14,1,10065,0,0,,1_renjie14
1067,2,1,通关普通副本8-5,biaoti1067,mubiao1067,task_rmb_icon,40,1,-1,-1,instance-x,renjie15,1,10067,0,0,,1_renjie15
1068,2,1,通关普通副本8-6,biaoti1068,mubiao1068,task_rmb_icon,40,1,-1,-1,instance-x,renjie16,1,10068,0,0,,1_renjie16
1069,2,1,通关普通副本8-7,biaoti1069,mubiao1069,task_rmb_icon,40,1,-1,-1,instance-x,renjie17,1,10069,0,0,,1_renjie17
1070,2,1,通关普通副本8-8,biaoti1070,mubiao1070,task_rmb_icon,40,1,-1,-1,instance-x,renjie18,1,10070,0,0,,1_renjie18
1033,6,1,玩家等级达到25级,biaoti1033,mubiao1033,task_rmb_icon,23,1,-1,-1,level,,25,10033,0,0,,
1042,6,1,玩家等级达到32级,biaoti1042,mubiao1042,task_rmb_icon,30,1,-1,-1,level,,32,10042,0,0,,
1051,6,1,玩家等级达到40级,biaoti1051,mubiao1051,task_rmb_icon,38,1,-1,-1,level,,40,10051,0,0,,
1056,6,1,玩家等级达到45级,biaoti1056,mubiao1056,task_rmb_icon,43,1,-1,-1,level,,45,10056,0,0,,
1061,6,1,玩家等级达到50级,biaoti1061,mubiao1061,task_rmb_icon,48,1,-1,-1,level,,50,10061,0,0,,
1066,6,1,玩家等级达到55级,biaoti1066,mubiao1066,task_rmb_icon,53,1,-1,-1,level,,55,10066,0,0,,
1071,6,1,玩家等级达到60级,biaoti1071,mubiao1071,task_rmb_icon,58,1,-1,-1,level,,60,10071,0,0,,
1,1,1,合成宠物花魄,biaoti2001,mubiao2001,task_rmb_icon,2,1,-1,-1,petmix-x,xgHuapo2,1,20001,0,0,,8_2
2,1,1,合成宠物曼陀罗,biaoti2002,mubiao2002,task_rmb_icon,3,1,-1,-1,petmix-x,xgMantuoluo2,1,20002,0,0,,8_2
5,1,1,宠物穿戴1件装备,biaoti2005,mubiao2005,task_rmb_icon,4,1,-1,-1,equipstagedress-x,1,1,20005,0,0,,8_1
3,1,1,使用一次宠物经验药水,biaoti2003,mubiao2003,task_rmb_icon,5,1,-1,-1,useitem-x,50002,1,20003,0,0,,8_1
6,1,1,合成宠物狼人,biaoti2006,mubiao2006,task_rmb_icon,5,1,-1,-1,petmix-x,xgLangren3,1,20006,0,0,,8_2
4,1,1,升级宠物技能2次,biaoti2004,mubiao2004,task_rmb_icon,5,1,-1,-1,upskill,,2,20004,0,0,,8_1
7,1,1,升级宠物至5级,biaoti2007,mubiao2007,task_rmb_icon,5,1,-1,-1,petlevel-x,5,1,20007,0,0,,8_1
8,1,1,同一只宠物穿戴2件装备,biaoti2008,mubiao2008,task_rmb_icon,6,1,-1,-1,equipstagedress-x,1,2,20008,0,0,,8_1
10,1,1,打造装备3次,biaoti2010,mubiao2010,task_rmb_icon,8,1,-1,-1,upequip,,3,20010,0,0,,8_1
11,1,1,完成1次每日任务,biaoti2011,mubiao2011,task_rmb_icon,8,1,-1,-1,questcycle-x,2,1,20011,0,0,,5_2
12,1,1,扫荡普通副本2-1,biaoti2012,mubiao2012,task_rmb_icon,8,1,-1,-1,instance-x,xiaoxiang11,2,20012,0,0,,1_xiaoxiang11
13,1,1,完成3次每日任务,biaoti2013,mubiao2013,task_rmb_icon,10,1,-1,-1,questcycle-x,2,3,20013,0,0,,5_2
14,1,1,升级宠物至10级,biaoti2014,mubiao2014,task_rmb_icon,10,1,-1,-1,petlevel-x,10,1,20014,0,0,,8_1
15,1,1,完成1次许愿树,biaoti2015,mubiao2015,task_rmb_icon,10,1,-1,-1,instance-x,zhifuletu1|zhifuletu2|zhifuletu3|zhifuletu4|midasigong1|midasigong2|midasigong3|midasigong4,1,20015,0,0,,13_3
16,1,1,完成竞技场3次,biaoti2016,mubiao2016,task_rmb_icon,12,1,-1,-1,arenaenter,,3,20016,0,0,,13_2
17,1,1,宠物升阶至绿色品质,biaoti2017,mubiao2017,task_rmb_icon,13,1,-1,-1,petstage-x,1,1,20017,0,0,,8_1
18,1,1,升级宠物至14级,biaoti2018,mubiao2018,task_rmb_icon,14,1,-1,-1,petlevel-x,14,1,20018,0,0,,8_1
28,1,1,挑战神话守护者关卡1次,biaoti2028,mubiao2028,task_rmb_icon,15,1,-1,-1,mythoenter,,1,20028,0,0,,
19,1,1,2只宠物升阶至绿色品质,biaoti2019,mubiao2019,task_rmb_icon,17,1,-1,-1,petstage-x,1,2,20019,0,0,,8_1
20,1,1,升级宠物至17级,biaoti2020,mubiao2020,task_rmb_icon,18,1,-1,-1,petlevel-x,17,1,20020,0,0,,8_1
21,1,1,升级宠物至20级,biaoti2021,mubiao2021,task_rmb_icon,20,1,-1,-1,petlevel-x,20,1,20021,0,0,,8_1
22,1,1,1只宠物升阶至蓝色品质,biaoti2022,mubiao2022,task_rmb_icon,25,1,-1,-1,petstage-x,3,1,20022,0,0,,8_1
29,1,1,挑战1次世界boss,biaoti2029,mubiao2029,task_rmb_icon,28,1,-1,-1,boss,,1,20029,0,0,,13_6
23,1,1,升级宠物至30级,biaoti2023,mubiao2023,task_rmb_icon,30,1,-1,-1,petlevel-x,30,1,20023,0,0,,8_1
24,1,1,2只宠物升阶至蓝色品质,biaoti2024,mubiao2024,task_rmb_icon,30,1,-1,-1,petstage-x,3,2,20024,0,0,,8_1
25,1,1,1只宠物升阶至紫色品质,biaoti2025,mubiao2025,task_rmb_icon,40,1,-1,-1,petstage-x,6,1,20025,0,0,,8_1
26,1,1,升级宠物至45级,biaoti2026,mubiao2026,task_rmb_icon,45,1,-1,-1,petlevel-x,45,1,20026,0,0,,8_1
27,1,1,1只宠物升阶至橙色品质,biaoti2027,mubiao2027,task_rmb_icon,55,1,-1,-1,petstage-x,10,1,20027,0,0,,8_1
3001,3,1,通关挑战副本1-1,biaoti3001,mubiao3001,task_rmb_icon,10,1,-1,-1,instance-x,dajie21,1,30001,0,0,,1_dajie21
3002,3,1,通关挑战副本1-2,biaoti3002,mubiao3002,task_rmb_icon,11,1,-1,-1,instance-x,dajie22,1,30002,0,0,,1_dajie22
3003,3,1,通关挑战副本1-3,biaoti3003,mubiao3003,task_rmb_icon,11,1,-1,-1,instance-x,dajie23,1,30003,0,0,,1_dajie23
3004,3,1,通关挑战副本1-4,biaoti3004,mubiao3004,task_rmb_icon,12,1,-1,-1,instance-x,dajie24,1,30004,0,0,,1_dajie24
3005,3,1,通关挑战副本1-5,biaoti3005,mubiao3005,task_rmb_icon,13,1,-1,-1,instance-x,dajie25,1,30005,0,0,,1_dajie25
3006,3,1,通关挑战副本1-6,biaoti3006,mubiao3006,task_rmb_icon,14,1,-1,-1,instance-x,dajie26,1,30006,0,0,,1_dajie26
3007,3,1,通关挑战副本1-7,biaoti3007,mubiao3007,task_rmb_icon,14,1,-1,-1,instance-x,dajie27,1,30007,0,0,,1_dajie27
3008,3,1,通关挑战副本1-8,biaoti3008,mubiao3008,task_rmb_icon,15,1,-1,-1,instance-x,dajie28,1,30008,0,0,,1_dajie28
3009,3,1,通关挑战副本2-1,biaoti3009,mubiao3009,task_rmb_icon,16,1,-1,-1,instance-x,xiaoxiang21,1,30009,0,0,,1_xiaoxiang21
3010,3,1,通关挑战副本2-2,biaoti3010,mubiao3010,task_rmb_icon,16,1,-1,-1,instance-x,xiaoxiang22,1,30010,0,0,,1_xiaoxiang22
3011,3,1,通关挑战副本2-3,biaoti3011,mubiao3011,task_rmb_icon,17,1,-1,-1,instance-x,xiaoxiang23,1,30011,0,0,,1_xiaoxiang23
3012,3,1,通关挑战副本2-4,biaoti3012,mubiao3012,task_rmb_icon,18,1,-1,-1,instance-x,xiaoxiang24,1,30012,0,0,,1_xiaoxiang24
3013,3,1,通关挑战副本2-5,biaoti3013,mubiao3013,task_rmb_icon,18,1,-1,-1,instance-x,xiaoxiang25,1,30013,0,0,,1_xiaoxiang25
3014,3,1,通关挑战副本2-6,biaoti3014,mubiao3014,task_rmb_icon,19,1,-1,-1,instance-x,xiaoxiang26,1,30014,0,0,,1_xiaoxiang26
3015,3,1,通关挑战副本2-7,biaoti3015,mubiao3015,task_rmb_icon,19,1,-1,-1,instance-x,xiaoxiang27,1,30015,0,0,,1_xiaoxiang27
3016,3,1,通关挑战副本2-8,biaoti3016,mubiao3016,task_rmb_icon,20,1,-1,-1,instance-x,xiaoxiang28,1,30016,0,0,,1_xiaoxiang28
3017,3,1,通关挑战副本3-1,biaoti3017,mubiao3017,task_rmb_icon,20,1,-1,-1,instance-x,senlin21,1,30017,0,0,,1_senlin21
3018,3,1,通关挑战副本3-2,biaoti3018,mubiao3018,task_rmb_icon,20,1,-1,-1,instance-x,senlin22,1,30018,0,0,,1_senlin22
3019,3,1,通关挑战副本3-3,biaoti3019,mubiao3019,task_rmb_icon,20,1,-1,-1,instance-x,senlin23,1,30019,0,0,,1_senlin23
3020,3,1,通关挑战副本3-4,biaoti3020,mubiao3020,task_rmb_icon,20,1,-1,-1,instance-x,senlin24,1,30020,0,0,,1_senlin24
3021,3,1,通关挑战副本3-5,biaoti3021,mubiao3021,task_rmb_icon,25,1,-1,-1,instance-x,senlin25,1,30021,0,0,,1_senlin25
3022,3,1,通关挑战副本3-6,biaoti3022,mubiao3022,task_rmb_icon,25,1,-1,-1,instance-x,senlin26,1,30022,0,0,,1_senlin26
3023,3,1,通关挑战副本3-7,biaoti3023,mubiao3023,task_rmb_icon,25,1,-1,-1,instance-x,senlin27,1,30023,0,0,,1_senlin27
3024,3,1,通关挑战副本3-8,biaoti3024,mubiao3024,task_rmb_icon,25,1,-1,-1,instance-x,senlin28,1,30024,0,0,,1_senlin28
3025,3,1,通关挑战副本4-1,biaoti3025,mubiao3025,task_rmb_icon,30,1,-1,-1,instance-x,huoshan21,1,30025,0,0,,1_huoshan21
3026,3,1,通关挑战副本4-2,biaoti3026,mubiao3026,task_rmb_icon,30,1,-1,-1,instance-x,huoshan22,1,30026,0,0,,1_huoshan22
3027,3,1,通关挑战副本4-3,biaoti3027,mubiao3027,task_rmb_icon,30,1,-1,-1,instance-x,huoshan23,1,30027,0,0,,1_huoshan23
3028,3,1,通关挑战副本4-4,biaoti3028,mubiao3028,task_rmb_icon,30,1,-1,-1,instance-x,huoshan24,1,30028,0,0,,1_huoshan24
3029,3,1,通关挑战副本4-5,biaoti3029,mubiao3029,task_rmb_icon,30,1,-1,-1,instance-x,huoshan25,1,30029,0,0,,1_huoshan25
3030,3,1,通关挑战副本4-6,biaoti3030,mubiao3030,task_rmb_icon,30,1,-1,-1,instance-x,huoshan26,1,30030,0,0,,1_huoshan26
3031,3,1,通关挑战副本4-7,biaoti3031,mubiao3031,task_rmb_icon,30,1,-1,-1,instance-x,huoshan27,1,30031,0,0,,1_huoshan27
3032,3,1,通关挑战副本4-8,biaoti3032,mubiao3032,task_rmb_icon,30,1,-1,-1,instance-x,huoshan28,1,30032,0,0,,1_huoshan28
3033,3,1,通关挑战副本5-1,biaoti3033,mubiao3033,task_rmb_icon,35,1,-1,-1,instance-x,xueshan21,1,30033,0,0,,1_xueshan21
3034,3,1,通关挑战副本5-2,biaoti3034,mubiao3034,task_rmb_icon,35,1,-1,-1,instance-x,xueshan22,1,30034,0,0,,1_xueshan22
3035,3,1,通关挑战副本5-3,biaoti3035,mubiao3035,task_rmb_icon,35,1,-1,-1,instance-x,xueshan23,1,30035,0,0,,1_xueshan23
3036,3,1,通关挑战副本5-4,biaoti3036,mubiao3036,task_rmb_icon,35,1,-1,-1,instance-x,xueshan24,1,30036,0,0,,1_xueshan24
3037,3,1,通关挑战副本5-5,biaoti3037,mubiao3037,task_rmb_icon,35,1,-1,-1,instance-x,xueshan25,1,30037,0,0,,1_xueshan25
3038,3,1,通关挑战副本5-6,biaoti3038,mubiao3038,task_rmb_icon,35,1,-1,-1,instance-x,xueshan26,1,30038,0,0,,1_xueshan26
3039,3,1,通关挑战副本5-7,biaoti3039,mubiao3039,task_rmb_icon,35,1,-1,-1,instance-x,xueshan27,1,30039,0,0,,1_xueshan27
3040,3,1,通关挑战副本5-8,biaoti3040,mubiao3040,task_rmb_icon,35,1,-1,-1,instance-x,xueshan28,1,30040,0,0,,1_xueshan28
3041,3,1,通关挑战副本6-1,biaoti3041,mubiao3041,task_rmb_icon,40,1,-1,-1,instance-x,minghe21,1,30041,0,0,,1_minghe21
3042,3,1,通关挑战副本6-2,biaoti3042,mubiao3042,task_rmb_icon,40,1,-1,-1,instance-x,minghe22,1,30042,0,0,,1_minghe22
3043,3,1,通关挑战副本6-3,biaoti3043,mubiao3043,task_rmb_icon,40,1,-1,-1,instance-x,minghe23,1,30043,0,0,,1_minghe23
3044,3,1,通关挑战副本6-4,biaoti3044,mubiao3044,task_rmb_icon,40,1,-1,-1,instance-x,minghe24,1,30044,0,0,,1_minghe24
3045,3,1,通关挑战副本6-5,biaoti3045,mubiao3045,task_rmb_icon,40,1,-1,-1,instance-x,minghe25,1,30045,0,0,,1_minghe25
3046,3,1,通关挑战副本6-6,biaoti3046,mubiao3046,task_rmb_icon,40,1,-1,-1,instance-x,minghe26,1,30046,0,0,,1_minghe26
3047,3,1,通关挑战副本6-7,biaoti3047,mubiao3047,task_rmb_icon,40,1,-1,-1,instance-x,minghe27,1,30047,0,0,,1_minghe27
3048,3,1,通关挑战副本6-8,biaoti3048,mubiao3048,task_rmb_icon,40,1,-1,-1,instance-x,minghe28,1,30048,0,0,,1_minghe28
4001,4,1,打造装备5次,biaoti4001,mubiao4001,task_rmb_icon,9,1,-1,-1,upequip,,5,40001,0,0,,8_1
4002,4,1,同一只宠物穿戴3件装备,biaoti4002,mubiao4002,task_rmb_icon,9,1,-1,-1,equipstagedress-x,1,3,40002,0,0,,8_1
4003,4,1,打造装备10次,biaoti4003,mubiao4003,task_rmb_icon,12,1,-1,-1,upequip,,10,40003,0,0,,8_1
4004,4,1,强化打造装备至绿色品质,biaoti4004,mubiao4004,task_rmb_icon,14,1,-1,-1,equipstage-x,2,1,40004,0,0,,8_1
4005,4,1,同一只宠物穿戴2件绿色装备,biaoti4005,mubiao4005,task_rmb_icon,17,1,-1,-1,equipstagedress-x,2,2,40005,0,0,,8_1
4006,4,1,强化打造1件装备至蓝色品质,biaoti4006,mubiao4006,task_rmb_icon,25,1,-1,-1,equipstage-x,3,1,40006,0,0,,8_1
4007,4,1,为装备开孔1次,biaoti4007,mubiao4007,task_rmb_icon,25,1,-1,-1,equipslot,,1,40007,0,0,,8_1
4008,4,1,为装备镶嵌纹章1次,biaoti4008,mubiao4008,task_rmb_icon,25,1,-1,-1,inlayall,,1,40008,0,0,,8_1
4009,4,1,强化打造3件装备至蓝色品质,biaoti4009,mubiao4009,task_rmb_icon,30,1,-1,-1,equipstage-x,3,3,40009,0,0,,8_1
4010,4,1,为装备开孔10次,biaoti4010,mubiao4010,task_rmb_icon,30,1,-1,-1,equipslot,,10,40010,0,0,,8_1
4011,4,1,强化打造5件装备至蓝色品质,biaoti4011,mubiao4011,task_rmb_icon,35,1,-1,-1,equipstage-x,3,5,40011,0,0,,8_1
4012,4,1,强化打造1件装备至紫色品质,biaoti4012,mubiao4012,task_rmb_icon,40,1,-1,-1,equipstage-x,4,1,40012,0,0,,8_1
4013,4,1,合成1次2级纹章,biaoti4013,mubiao4013,task_rmb_icon,45,1,-1,-1,synlevel-x,2,1,40013,0,0,,2_1
4014,4,1,强化打造3件装备至紫色品质,biaoti4014,mubiao4014,task_rmb_icon,45,1,-1,-1,equipstage-x,4,3,40014,0,0,,8_1
4015,4,1,合成3次2级纹章,biaoti4015,mubiao4015,task_rmb_icon,50,1,-1,-1,synlevel-x,2,3,40015,0,0,,2_1
4016,4,1,合成1次3级纹章,biaoti4016,mubiao4016,task_rmb_icon,55,1,-1,-1,synlevel-x,3,1,40016,0,0,,2_1
4017,4,1,强化打造1件装备至橙色品质,biaoti4017,mubiao4017,task_rmb_icon,60,1,-1,-1,equipstage-x,5,1,40017,0,0,,8_1
5009,5,1,领取第一章普通难度全部星级奖励,biaoti5009,mubiao5009,task_rmb_icon,7,1,-1,-1,chapternormal-x,1,3,50009,0,0,,9_1_0
8001,10,2,每日首次登陆后领取,biaoti8001,mubiao8001,task_rmb_icon,8,2,-1,-1,free,,1,80001,0,0,,
8002,11,2,通关10次普通副本,biaoti8002,mubiao8002,task_rmb_icon,8,2,-1,-1,normal,,10,80002,0,0,,
8003,12,2,升级宠物技能3次,biaoti8003,mubiao8003,task_rmb_icon,10,2,-1,-1,upskill,,3,80003,0,0,,8_1
8004,13,2,完成3次免费金币抽蛋,biaoti8004,mubiao8004,task_rmb_icon,10,2,-1,-1,eggcoin,,3,80004,0,0,,6
8005,14,2,打造装备1次,biaoti8005,mubiao8005,task_rmb_icon,12,2,-1,-1,upequip,,1,80005,0,0,,8_1
8006,15,2,使用3次宠物经验药,biaoti8006,mubiao8006,task_rmb_icon,12,2,-1,-1,useitem-x,50002|50003|50004,3,80006,0,0,,8_1
8007,16,2,完成3次许愿树（金币）,biaoti8007,mubiao8007,task_rmb_icon,12,2,104,105,holecoinenter,,3,80007,0,0,,13_3
8016,16,2,完成3次许愿树（经验）,biaoti8007,mubiao8007,task_rmb_icon,12,2,103,104,holeexpenter,,3,80007,0,0,,13_3
8019,16,2,完成3次许愿树（金币）,biaoti8007,mubiao8007,task_rmb_icon,12,2,106,107,holecoinenter,,3,80007,0,0,,13_3
8020,16,2,完成3次许愿树（经验）,biaoti8007,mubiao8007,task_rmb_icon,12,2,105,106,holeexpenter,,3,80007,0,0,,13_3
8021,16,2,完成3次许愿树（金币）,biaoti8007,mubiao8007,task_rmb_icon,12,2,108,109,holecoinenter,,3,80007,0,0,,13_3
