#TEXT,NUM,TEXT,NUM,NUM,NUM,NUM,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,TEXT,NUM,NUM,FLOAT,FLOAT,FLOAT,NUM,TEXT,TEXT,NUM,FLOAT,FLOAT,FLOAT,TEXT,TEXT
id,category,periodEffectID,duration,stun,invincible,dazhao,strengthRatio,intelligenceRatio,defenseRatio,defenseDamageRatio,speedRatio,icon,shieldNum,shieldBaseAttr,shieldRatio,phyReduceInjury,mgReduceInjury,noDead,damageResponse,deadResponse,responseCount,healthRatio,hitRatio,criticalRatio,effectExpire,excludeBuffID
psvWushi4b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_50,buffSpeedSelfe2",,1,0,0,0,,-1
psvAttackb1,11,,999,,,,0.2,,,,,,,,,,,,,,,0,0,0,,-1
psvXiyiren2b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_100,psvXiyiren2e2",,999,0,0,0,,-1
psvMantuoluo2b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_10,buffMagicSelfe2",,999,0,0,0,,-1
psvCriticalRateb1,11,,999,,,,,,,,,,,,,,,,,,,0,0,0.16,,-1
bosskongdao76Yifanmumian15b1,5,,3,,,,,,,,,bufficon_buffCritical,,,,,,,,,,0,0,0.16,,-1
bossrenjie82Huoniao4awaken2b1,1,bossrenjie82Huoniao4awaken2e12,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossrenjie82Huoniao4awaken2b2,1,bossrenjie82Huoniao4awaken2e12,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossrenjie82Huoniao4awaken3b1,1,bossrenjie82Huoniao4awaken2e13,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossrenjie82Huoniao4awaken3b2,1,bossrenjie82Huoniao4awaken2e13,3,0,0,0,0,0,0,0,0,bufficon_debuffFireDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossrenjie81Huapo2awaken2b1,1,bossrenjie81Huapo2awaken2e8,3,0,0,0,0,0,0,0,0,bufficon_debuffPlantDot,0,,0,0,0,0,,,0,0,0,0,,-1
bossrenjie81Huapo2awaken2b2,1,bossrenjie81Huapo2awaken2e9,3,0,0,0,0,0,0,0,0,bufficon_debuffPlantDot,0,,0,0,0,0,,,0,0,0,0,,-1
psvLangren5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_50,psvLangren5e2",,999,0,0,0,,-1
psvKairuisi5b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvKairuisi5e2",1,0,0,0,,-1
psvNvyao5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_10,debuffDefensee2",,999,0,0,0,,-1
psvNvyao1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_10,debuffMagice2",,999,0,0,0,,-1
psvHapi1b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvHapi1e2",1,0,0,0,,-1
psvPiying5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_20,magicdebuffEarthDotSlighte2",,999,0,0,0,,-1
psvPiying1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_20,magicdebuffMetalDotSlighte2",,999,0,0,0,,-1
psvKahuna2b1,11,,999,0,0,0,0,0,0.1,0,0,,0,,0,0,0,0,,,1,0.15,0,0,,-1
psvJinglingwang2b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_100,psvJinglingwang2e2",,999,0,0,0,,-1
psvYifanmumian1b1,11,,999,0,0,0,0,0,0,-0.1,0,,0,,0,0,0,0,,,1,0,0,0,,-1
psvYifanmumian1b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_80,psvYifanmumian1e5",,999,0,0,0,,-1
psvYifanmumian1b3,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvYifanmumian1e5",,999,0,0,0,,-1
psvWushi3b1,5,,1,0,0,0,0,0.2,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bossdajie15Langren32b1,8,,999,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.6,0,,,1,0,0,0,,-1
bossdajie15Langren32b2,7,,999,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.6,0,0,,,1,0,0,0,,-1
bossdajie15Langren33b1,8,,999,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.3,0,,,1,0,0,0,,-1
bossdajie15Langren33b2,7,,999,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.3,0,0,,,1,0,0,0,,-1
bossdajie14Piying52b1,4,,3,0,0,0,-0.8,0,0,0,0,bufficon_debuffAttack,0,,0,0,0,0,,,1,0,0,0,,-1
bossdajie14Piying52b2,4,,3,0,0,0,0,-0.8,0,0,0,bufficon_debuffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bosskongdao74Piying12b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bosskongdao74Piying13b1,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bossdajie16Zouyincao23b1,5,,3,0,0,0,0,1,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang21Wushi42b1,5,,3,0,0,0,0,0.6,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang21Wushi43b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_25,buffSpeedSelfe2",,999,0,0,0,,-1
bossxiaoxiang22Xiyiren23b1,5,,3,0,0,0,0,0,0.5,0,0,bufficon_buffDefense,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang23Panshen23b1,5,,3,0,0,0,0,0,0,0,0.4,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosskongdao78Jinglingwang13b1,5,,3,0,0,0,0,0,0,0,0.5,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bosskongdao78Jinglingwang14b1,5,,3,0,0,0,0,0,0,0,0.25,bufficon_buffSpeed,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang24Shuigui32b1,5,,3,0,0,0,0,0.5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang25Kairuisi53b1,4,,3,0,0,0,0,0,-0.5,0,0,bufficon_debuffDefense,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang26Longgongtongzi33b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,bossxiaoxiang26Longgongtongzi33e3",999,0,0,0,,-1
bossxiaoxiang26Longgongtongzi33b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelpsvLonggongtongzi_100,dispelPassivee1",,1,0,0,0,,-1
bossxiaoxiang27Hetong23b1,5,,99,0,0,0,0,5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
bossxiaoxiang27Hetong23b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateAddbuffHetong_100,bossxiaoxiang27Hetong23e2",,1,0,0,0,,-1
ultMomo1b1,7,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.1,0,0,,,1,0,0,0,,-1
ultMomo1b2,8,,2,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.1,0,,,1,0,0,0,,-1
ultAmute3b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,1.6,0,0,0,,,1,0,0,0,,-1
ultAmute3b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,1.6,0,0,0,,,1,0,0,0,,-1
bossrenjie83Amute3awaken4b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bossrenjie83Amute3awaken4b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bosskongdao76Yifanmumian13b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bosskongdao76Yifanmumian13b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bossrenjie84Anpusha5awaken6b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateanpusha_wp02_100,bossrenjie84Anpusha5awaken6e3",,1,0,0,0,,-1
bossrenjie84Anpusha5awaken7b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,bossrenjie84Anpusha5awaken7e1",1,0,0,0,,-1
bossrenjie84Anpusha5awaken8b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateanpusha_wp0304_100,bossrenjie84Anpusha5awaken8e3",,1,0,0,0,,-1
bossrenjie82Huoniao4awaken6b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRatehuoniao_wp3_100,bossrenjie82Huoniao4awaken6e6",,1,0,0,0,,-1
bosskongdao78Jinglingwang16b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bosskongdao78Jinglingwang16b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,1.2,0,0,0,,,1,0,0,0,,-1
bosskongdao78Jinglingwang18b1,9,,2,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,100,0.8,0,0,0,,,1,0,0,0,,-1
bosskongdao78Jinglingwang18b2,10,,2,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,100,0.8,0,0,0,,,1,0,0,0,,-1
ultTianshizhang4b1,9,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,20,0.7,0,0,0,,,1,0,0,0,,-1
ultTianshizhang4b2,10,,3,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,20,0.7,0,0,0,,,1,0,0,0,,-1
psvWendige3b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvWendige3e2",1,0,0,0,,-1
psvWendige2b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvWendige2e2",1,0,0,0,,-1
psvLongnv3b1,4,,1,0,0,0,0,0,-0.8,0,0,bufficon_debuffDefense,0,,0,0,0,0,,,1,0,0,0,,-1
psvMomo1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingCureRate_33,buffHote2",,999,0,0,0,,-1
psvAmute3b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvAmute3e4",,999,0,0,0,,-1
psvAmute3b2,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvAmute3e5",1,0,0,0,,-1
psvLuoxinfu5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_50,psvLuoxinfu5e2",,999,0,0,0,,-1
psvLuoxinfu1b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingMagicRate_50,psvLuoxinfu1e2",,999,0,0,0,,-1
psvSaibulesi5b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_25,buffMagicSelfe2",,999,0,0,0,,-1
psvHongniu4b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalMagicRate_90,psvHongniu4e4",,999,0,0,0,,-1
psvHongniu4b2,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_50,psvHongniu4e5",,999,0,0,0,,-1
psvHongniu4b3,9,,2,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_attack,1,10,0.45,0,0,0,,,1,0,0,0,,-1
psvHongniu4b4,10,,2,0,0,0,0,0,0,0,0,bufficon_buffAbsorbed_magic,1,10,0.45,0,0,0,,,1,0,0,0,,-1
psvAnpusha5b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingBuffRate_25,dispelBeneficiale1",,999,0,0,0,,-1
psvDaochengsizhong4b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRate_25,psvDaochengsizhong4e2",,999,0,0,0,,-1
psvHuoniao4b1,11,,999,0,0,0,,,,,,,,,,,,,,"uncondition,psvHuoniao4e2",1,0,0,0,,-1
psvIfrit4b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingPhysicalRate_15,physicdebuffFireDotMediume2",,999,0,0,0,,-1
psvMoguguai4b1,11,,999,,,,,,,,,,,,,,,,,,,0.2,0,0,,-1
psvSaibulesi4b1,11,,999,0,0,0,,,,,,,,,,,,,"LifeLower_25,buffMagicSelfe2",,999,0,0,0,,-1
psvTianshizhang4b1,11,,999,0,0,0,,,,,,,,,,,,,"UsingCureRate_50,dispelNegativee2",,999,0,0,0,,-1
bosssenlin32Longnv34b1,8,,6,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0,0.999,0,,,1,0,0,0,,-1
bosssenlin32Longnv34b2,7,,6,0,0,0,0,0,0,0,0,bufficon_buffDerate,0,,0,0.999,0,0,,,1,0,0,0,,-1
bosssenlin32Longnv35b1,11,,999,0,0,0,,,,,,,,,,,,,"HurtbyPhysicalMagicRateDispelbuffLongnv_100,bosssenlin32Longnv35e2",,999,0,0,0,,-1
bosssenlin34Amute32b1,5,,999,0,0,0,0,0.5,0,0,0,bufficon_buffMagic,0,,0,0,0,0,,,1,0,0,0,,-1
