#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
attackWaterSmashSlightName,弱攻击,Weak Attack,弱攻擊
attackWaterSmashMediumName,攻击,Attack,攻擊
attackWaterSmashStrongName,强力攻击,Strong Attack,強力攻擊
attackFireSmashSlightName,弱攻击,Weak Attack,弱攻擊
attackFireSmashMediumName,攻击,Attack,攻擊
attackFireSmashStrongName,强力攻击,Strong Attack,強力攻擊
attackEarthSmashSlightName,弱攻击,Weak Attack,弱攻擊
attackEarthSmashMediumName,攻击,Attack,攻擊
attackEarthSmashStrongName,强力攻击,Strong Attack,強力攻擊
attackMetalSlightName,弱攻击,Weak Attack,弱攻擊
attackPlantSlightName,弱攻击,Weak Attack,弱攻擊
attackWaterSlightName,弱攻击,Weak Attack,弱攻擊
attackFireSlightName,弱攻击,Weak Attack,弱攻擊
attackEarthSlightName,弱攻击,Weak Attack,弱攻擊
magicMetalBallSlightName,圣光弹,Holy Bolt,聖光彈
magicMetalBallMediumName,圣光一击,Holy Strike,聖光一擊
magicMetalBallStrongName,圣光重击,Divine Blast,聖光重擊
magicMetalColumnSlightName,圣光弹,Holy Bolt,聖光彈
magicMetalColumnMediumName,圣光一击,Holy Strike,聖光一擊
magicMetalColumnStrongName,圣光重击,Divine Blast,聖光重擊
magicPlantBallSlightName,飞叶斩,Leaf Darts,飛葉斬
magicPlantBallMediumName,荆棘穿刺,Piercing Spikes,荊棘穿刺
magicPlantBallStrongName,疯狂生长,Wild Growth,瘋狂生長
magicPlantColumnSlightName,飞叶斩,Leaf Darts,飛葉斬
magicPlantColumnMediumName,荆棘穿刺,Piercing Spikes,荊棘穿刺
magicPlantColumnStrongName,疯狂生长,Wild Growth,瘋狂生長
magicWaterBallSlightName,水流术,Water Splash,水流術
magicWaterBallMediumName,瀑布冲击,Waterfall,瀑布衝擊
magicWaterBallStrongName,水龙卷,Waterspout,水龍卷
magicWaterColumnSlightName,水流术,Water Splash,水流術
magicWaterColumnMediumName,瀑布冲击,Waterfall,瀑布衝擊
magicWaterColumnStrongName,水龙卷,Waterspout,水龍卷
magicFireBallSlightName,火苗术,Flame Blast,火苗術
magicFireBallMediumName,炽焰击,Blaze,熾焰擊
magicFireBallStrongName,地狱烈焰,Hell Blaze,地獄烈焰
magicFireColumnSlightName,火苗术,Flame Blast,火苗術
magicFireColumnMediumName,炽焰击,Blaze,熾焰擊
magicFireColumnStrongName,地狱烈焰,Hell Blaze,地獄烈焰
magicEarthBallSlightName,暗影突袭,Shadow Swipe,暗影突襲
magicEarthBallMediumName,暗影爪,Shadow Claw,暗影爪
magicEarthBallStrongName,暗影强袭,Shadow Strike,暗影強襲
magicEarthColumnSlightName,暗影突袭,Shadow Swipe,暗影突襲
magicEarthColumnMediumName,暗影爪,Shadow Claw,暗影爪
magicEarthColumnStrongName,暗影强袭,Shadow Strike,暗影強襲
magicMetalSlightName,圣光弹,Holy Bolt,聖光彈
magicPlantSlightName,飞叶斩,Leaf Darts,飛葉斬
magicWaterSlightName,水流术,Water Splash,水流術
magicFireSlightName,火苗术,Flame Blast,火苗術
magicEarthSlightName,暗影突袭,Shadow Swipe,暗影突襲
magicMetalMediumName,圣光一击,Holy Strike,聖光一擊
magicCureSlightName,回复术,Lesser Healing,回復術
magicCureMediumName,治疗术,Healing,治療術
magicCureStrongName,强效治疗,Potent Healing,強效治療
buffSpeedName,加速术,Haste,加速術
buffSpeedSelfName,速度爆发,Dash,速度爆發
buffMagicName,智慧术,Insight,智慧術
buffMagicSelfName,智力爆发,High Intellect,智力爆發
buffAttackName,激励术,Inspire,激勵術
buffAttackSelfName,力量爆发,Overwhelm Strength,力量爆發
buffDefenseName,加护术,Ward,加護術
buffDefenseSelfName,防御姿态,Defensive Stance,防禦姿態
buffHotName,恢复术,Recover,恢復術
debuffDefenseName,破甲术,Sunder,破甲術
debuffAttackName,虚弱术,Disable,虛弱術
debuffMagicName,失心术,Stupefy,失心術
debuffSpeedName,缓速术,Inhibit,緩速術
physicdebuffFireDotSlightName,点燃（弱）,Ignite (Weak),點燃（弱）
physicdebuffFireDotMediumName,点燃（中）,Ignite (Normal),點燃（中）
physicdebuffFireDotStrongName,点燃（强）,Ignite (Strong),點燃（強）
physicdebuffWaterDotSlightName,溺水（弱）,Gush (Weak),溺水（弱）
physicdebuffWaterDotMediumName,溺水（中）,Gush (Normal),溺水（中）
physicdebuffWaterDotStrongName,溺水（强）,Gush (Strong),溺水（強）
physicdebuffPlantDotSlightName,施毒（弱）,Poison (Weak),施毒（弱）
physicdebuffPlantDotMediumName,施毒（中）,Poison (Normal),施毒（中）
physicdebuffPlantDotStrongName,施毒（强）,Poison (Strong),施毒（強）
physicdebuffMetalDotSlightName,耀斑（弱）,Flare (Weak),耀斑（弱）
physicdebuffMetalDotMediumName,耀斑（中）,Flare (Normal),耀斑（中）
physicdebuffMetalDotStrongName,耀斑（强）,Flare (Strong),耀斑（強）
physicdebuffEarthDotSlightName,痛楚（弱）,Anguish (Weak),痛楚（弱）
physicdebuffEarthDotMediumName,痛楚（中）,Anguish (Normal),痛楚（中）
physicdebuffEarthDotStrongName,痛楚（强）,Anguish (Strong),痛楚（強）
magicdebuffFireDotSlightName,点燃（弱）,Ignite (Weak),點燃（弱）
magicdebuffFireDotMediumName,点燃（中）,Ignite (Normal),點燃（中）
magicdebuffFireDotStrongName,点燃（强）,Ignite (Strong),點燃（強）
magicdebuffWaterDotSlightName,溺水（弱）,Gush (Weak),溺水（弱）
magicdebuffWaterDotMediumName,溺水（中）,Gush (Normal),溺水（中）
magicdebuffWaterDotStrongName,溺水（强）,Gush (Strong),溺水（強）
magicdebuffPlantDotSlightName,施毒（弱）,Poison (Weak),施毒（弱）
magicdebuffPlantDotMediumName,施毒（中）,Poison (Normal),施毒（中）
magicdebuffPlantDotStrongName,施毒（强）,Poison (Strong),施毒（強）
magicdebuffMetalDotSlightName,耀斑（弱）,Flare (Weak),耀斑（弱）
magicdebuffMetalDotMediumName,耀斑（中）,Flare (Normal),耀斑（中）
magicdebuffMetalDotStrongName,耀斑（强）,Flare (Strong),耀斑（強）
magicdebuffEarthDotSlightName,痛楚（弱）,Anguish (Weak),痛楚（弱）
magicdebuffEarthDotMediumName,痛楚（中）,Anguish (Normal),痛楚（中）
magicdebuffEarthDotStrongName,痛楚（强）,Anguish (Strong),痛楚（強）
ultXiaochou3Name,有勇无谋 ,Foolhardy,有勇無謀
ultXiaochou4Name,有勇无谋,Foolhardy,有勇無謀
ultKairuisi4Name,火焰风暴,Flamestorm,火焰風暴
ultHetong2Name,飞叶快刀,Razorleaves,飛葉快刀
ultWagui3Name,水龙弹,Floodstorm,水龍彈
ultHuapo2Name,花刺扫射,Thorn Burst,花刺掃射
ultCike4Name,决斗申请,Duel Summons,決鬥申請
ultPanshen2Name,狂冲乱撞,Rampage,狂沖亂撞
ultWushi4Name,助兴,Exhilaration,助興
ultWushi3Name,喷射水球,Orb Barrage,噴射水球
ultXiyiren4Name,火焰连弹,Combustive Shots,火焰連彈
ultXiyiren2Name,咆哮,Roar,咆哮
ultMantuoluo2Name,妙手回春,Return To Youth,妙手回春
ultHetong3Name,水浪,Tidal Wave,水浪
ultLonggongtongzi3Name,治疗薄雾,Healing Mist,治療薄霧
ultLangren5Name,疯狂撕咬,Lycan Bite,瘋狂撕咬
ultLangren3Name,决斗申请,Duel Demand,決鬥申請
ultKairuisi5Name,暗影爆炸,Shadow Bomb,暗影爆炸
ultNvyao5Name,黑暗裁决,Dark Judgement,黑暗裁決
ultHapi1Name,生命之光,Restoration,生命之光
ultPiying5Name,皮影戏,Shadow Play,皮影戲
ultShuigui3Name,瀑布急流,Torrent,瀑布急流
psvXiaochou3Name,戏耍,Joker's Wit,戲耍
psvXiaochou4Name,戏耍,Joker's Wit,戲耍
psvKairuisi4Name,灵魂烈焰,Soulfire,靈魂烈焰
psvHetong2Name,强固阵型,Rugged Formation,強固陣型
psvWagui3Name,粘性皮肤,Viscous Skin,粘性皮膚
psvHuapo2Name,自然生长,Natural Growth,自然生長
psvCike4Name,轻视,Scorn,輕視
psvPanshen2Name,冲锋,Rush,衝鋒
psvWushi4Name,乘风,Opportune Moment,乘風
psvWushi3Name,鼓舞,Inspire,鼓舞
psvXiyiren4Name,远古之力,Ancient Force,遠古之力
psvXiyiren2Name,嘿！孙子,Vexing Call,嘿！孫子
psvMantuoluo2Name,含羞,Bashful,含羞
psvHetong3Name,强固阵型,Rugged Formation,強固陣型
psvLonggongtongzi3Name,龙族之怒,Dragon Wrath,龍族之怒
psvLangren5Name,饮血,Blood Guzzle,飲血
psvLangren3Name,轻视,Scorn,輕視
psvKairuisi5Name,献祭,Dying Sacrifice,獻祭
psvNvyao5Name,诅咒,Curse,詛咒
psvHapi1Name,崇高牺牲,Noble Sacrifice,崇高犧牲
psvPiying5Name,阴暗,Dark Devices,陰暗
psvShuigui3Name,冰冷触摸,Frost Touch,冰冷觸摸
bossdajie11Xiaochou41Name,火焰重击,Flame Strike,火焰重擊
bossdajie11Xiaochou42Name,火焰旋风,Fire Cyclone,火焰旋風
bossdajie11Xiaochou43Name,连发火球,Fireball Volley,連發火球
bossdajie12Mantuoluo21Name,花刺,Thorns,花刺
bossdajie12Mantuoluo22Name,飞叶斩,Leaf Darts,飛葉斬
bossdajie12Mantuoluo23Name,光合作用,Photosynthesis,光合作用
bossdajie12Mantuoluo24Name,吸取养分,Absorption,吸取養分
bossdajie15Langren31Name,利爪,Claw,利爪
bossdajie15Langren32Name,壁垒,Barrier,壁壘
bossdajie15Langren34Name,疯狂抓挠,Rampant Swipe,瘋狂抓撓
bossdajie14Piying51Name,暗影术,Shadow Tactics,暗影術
bossdajie14Piying52Name,全面压制,Crushing All,全面壓制
bossdajie14Piying53Name,力量压制,Crushing Force,力量壓制
bossdajie14Piying54Name,黑暗风暴,Shadowstorm,黑暗風暴
bossdajie14Piying55Name,智力压制,Crushing Intellect,智力壓制
bossdajie17Huapo21Name,花刺,Thorns,花刺
bossdajie17Huapo22Name,花舞,Flower dance,花舞
bossdajie17Huapo23Name,花刺扫射,Spike Spray,花刺掃射
bossdajie16Xiaochou31Name,水球,Liquid Sphere,水球
bossdajie16Xiaochou33Name,水浪,Tidal Wave,水浪
bossdajie16Xiaochou34Name,水龙卷,Waterspout,水龍卷
bossdajie16Zouyincao21Name,花刺,Thorns,花刺
bossdajie16Zouyincao22Name,噪音,Noise,噪音
bossdajie16Zouyincao23Name,生根,Take Root,生根
bossxiaoxiang21Wushi41Name,吐焰,Fire Breath,吐焰
bossxiaoxiang21Wushi42Name,狮舞,Lion Ritual,獅舞
bossxiaoxiang21Wushi43Name,慌张,Fluster,慌張
bossxiaoxiang21Wushi44Name,火焰喷射,Flame Spray,火焰噴射
bossxiaoxiang22Xiyiren21Name,斩击,Lizard Slash,斬擊
bossxiaoxiang22Xiyiren22Name,毒液,Venomous Liquid,毒液
bossxiaoxiang22Xiyiren23Name,硬化皮肤,Scaleskin,硬化皮膚
bossxiaoxiang22Xiyiren24Name,震地,Shockwave,震地
bossxiaoxiang23Panshen21Name,冲锋,Charge,衝鋒
bossxiaoxiang23Panshen22Name,冲撞,Tackle,衝撞
bossxiaoxiang23Panshen23Name,冲刺,Sprint,衝刺
bossxiaoxiang23Panshen24Name,连续冲撞,Rentless Assault,連續衝撞
bossxiaoxiang24Shuigui31Name,水灵突击,Surge,水靈突擊
bossxiaoxiang24Shuigui32Name,深深智慧,Deep Intellect,深深智慧
bossxiaoxiang24Shuigui33Name,恐惧,Dread,恐懼
bossxiaoxiang25Kairuisi51Name,暗影镰刀,Shadow Sickle,暗影鐮刀
bossxiaoxiang25Kairuisi52Name,暗影球,Shadow Orb,暗影球
bossxiaoxiang25Kairuisi53Name,倾国倾城,Deathly Beauty,傾國傾城
bossxiaoxiang25Kairuisi54Name,灵魂吸收,Soul Assimilation,靈魂吸收
bossxiaoxiang26Longgongtongzi31Name,水球,Liquid Sphere,水球
bossxiaoxiang26Longgongtongzi32Name,水龙卷,Waterspout,水龍卷
bossxiaoxiang26Longgongtongzi33Name,起死回生,Revive,起死回生
bossxiaoxiang26Longgongtongzi34Name,治疗之泉,Healing Well,治療之泉
bossxiaoxiang27Hetong21Name,花刺扫射,Spike Spray,花刺掃射
bossxiaoxiang27Hetong22Name,毒液,Venomous Liquid,毒液
bossxiaoxiang27Hetong23Name,愤怒,Rage,憤怒
bossxiaoxiang27Hetong24Name,飞叶快刀,Razorleaves,飛葉快刀
attackMetalCutSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackMetalCutMediumTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackMetalCutStrongTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackPlantCutSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackPlantCutMediumTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackPlantCutStrongTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackWaterCutSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackWaterCutMediumTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackWaterCutStrongTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackFireCutSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackFireCutMediumTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackFireCutStrongTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackEarthCutSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackEarthCutMediumTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackEarthCutStrongTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackMetalStabSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackMetalStabMediumTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackMetalStabStrongTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackPlantStabSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackPlantStabMediumTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackPlantStabStrongTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackWaterStabSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackWaterStabMediumTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackWaterStabStrongTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackFireStabSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackFireStabMediumTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackFireStabStrongTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackEarthStabSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackEarthStabMediumTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackEarthStabStrongTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackMetalSmashSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackMetalSmashMediumTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackMetalSmashStrongTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackPlantSmashSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackPlantSmashMediumTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackPlantSmashStrongTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackWaterSmashSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackWaterSmashMediumTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackWaterSmashStrongTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackFireSmashSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackFireSmashMediumTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackFireSmashStrongTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackEarthSmashSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackEarthSmashMediumTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackEarthSmashStrongTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
attackMetalSlightTips,给单体目标造成{0}%物攻的光属性伤害,Deals ({0}% of physical ATK) light type physical damage to a single target,給單體目標造成{0}%物攻的光屬性傷害
attackPlantSlightTips,给单体目标造成{0}%物攻的木属性伤害,Deals ({0}% of physical ATK) grass type physical damage to a single target,給單體目標造成{0}%物攻的木屬性傷害
attackWaterSlightTips,给单体目标造成{0}%物攻的水属性伤害,Deals ({0}% of physical ATK) water type physical damage to a single target,給單體目標造成{0}%物攻的水屬性傷害
attackFireSlightTips,给单体目标造成{0}%物攻的火属性伤害,Deals ({0}% of physical ATK) fire type physical damage to a single target,給單體目標造成{0}%物攻的火屬性傷害
attackEarthSlightTips,给单体目标造成{0}%物攻的暗属性伤害,Deals ({0}% of physical ATK) dark type physical damage to a single target,給單體目標造成{0}%物攻的暗屬性傷害
magicMetalBallSlightTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicMetalBallMediumTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicMetalBallStrongTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicMetalColumnSlightTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicMetalColumnMediumTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicMetalColumnStrongTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicPlantBallSlightTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicPlantBallMediumTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicPlantBallStrongTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicPlantColumnSlightTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicPlantColumnMediumTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicPlantColumnStrongTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicWaterBallSlightTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicWaterBallMediumTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicWaterBallStrongTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicWaterColumnSlightTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicWaterColumnMediumTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicWaterColumnStrongTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicFireBallSlightTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicFireBallMediumTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicFireBallStrongTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicFireColumnSlightTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicFireColumnMediumTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicFireColumnStrongTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicEarthBallSlightTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
magicEarthBallMediumTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
magicEarthBallStrongTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
