#TEXT,TEXT,TEXT
id,chinese,english
name_20008_suipian_panshen2,潘神碎片（木）,Pans Fragment(Grass)
name_20009_suipian_huapo2,花魄碎片（木）,Flower Pixie Fragment(Grass)
name_20010_suipian_wushi3,舞狮碎片（水）,Dancing Lion Fragment(Water)
name_20011_suipian_wushi4,舞狮碎片（火）,Dancing Lion Fragment(Fire)
name_20012_suipian_xiyiren4,蜥蜴人碎片（火）,Lizardman Fragment(Fire)
name_20013_suipian_mantuoluo2,曼陀罗碎片（木）,Mandrake Fragment(Grass)
name_20014_suipian_hetong3,河童碎片（水）,Kappa Fragment(Water)
name_20015_suipian_longgongtongzi3,龙宫童子碎片（水）,Ryuku Doji Fragment(Water)
name_20016_suipian_xiyiren2,蜥蜴人碎片（木）,Lizardman Fragment(Grass)
name_20017_suipian_langren5,狼人碎片（暗）,Werewolf Fragment(Dark)
name_20018_suipian_langren3,狼人碎片（水）,Werewolf Fragment(Water)
name_20019_suipian_shuigui3,幽灵船长碎片（水）,Soul Pirate Fragment(Water)
name_20020_suipian_nvyao5,报丧女妖碎片（暗）,Banshee Fragment(Dark)
name_20021_suipian_hapi1,哈皮碎片（光）,Harpy Fragment(Light)
name_20022_suipian_piying5,皮影碎片（暗）,Shadow Puppet Fragment(Dark)
name_20023_suipian_kairuisi5,凯瑞斯碎片（暗）,Keres Fragment(Dark)
name_20024_suipian_bingxuenvwang3,冰雪女王碎片（水）,Chione Fragment(Water)
name_20025_suipian_wendige3,温迪戈碎片（水）,Wendigo Fragment(Water)
name_20026_suipian_wendige2,温迪戈碎片（木）,Wendigo Fragment(Grass)
name_20027_suipian_longnv3,龙女碎片（水）,Dragon Girl Fragment(Water)
name_20028_suipian_momo1,得莫非碎片（光）,Demovoy Fragment(Light)
name_20029_suipian_amute3,鳄鱼判官碎片（水）,Crocodile Warden Fragment(Water)
name_20030_suipian_luoxinfu5,络新妇碎片（暗）,Nephila Fragment(Dark)
name_20031_suipian_saibulesi5,地狱犬碎片（暗）,Hellhound Fragment(Dark)
name_20032_suipian_hongniu4,米诺到诺斯碎片（火）,Minotaur Fragment(Fire)
name_20033_suipian_anpusha5,安普沙碎片（暗）,Empusa Fragment(Dark)
name_20034_suipian_daochengsizhong4,道成寺妖碎片（火）,Maiden Dojoji Fragment(Fire)
name_20035_suipian_huoniao4,火鸟碎片（火）,Firebird Fragment(Fire)
name_20036_suipian_ifrit4,伊芙利特碎片（火）,Ifrit Fragment(Fire)
name_20037_suipian_moguguai4,蘑菇怪碎片（火）,Matango Fragment(Fire)
name_20038_suipian_tianshizhang4,天使长碎片（火）,Archangel Fragment(Fire)
name_20039_suipian_xiaochou2,小丑碎片（木）,Joker Fragment(Grass)
name_20040_suipian_saibulesi4,地狱犬碎片（火）,Hellhound Fragment(Fire)
name_20041_suipian_moguguai3,蘑菇怪碎片（水）,Matango Fragment(Fire)
name_20042_suipian_sheshouzuo1,星空射手碎片（光）,Astro Archer Fragment(Light)
name_20043_suipian_weitianshi5,伪天使碎片（暗）,Fallen Angel Fragment(Dark)
name_20044_suipian_sheshouzuo3,星空射手碎片（水）,Astro Archer Fragment(Water)
name_20045_suipian_bingyan3,史莱姆碎片（水）,Slime Fragment(Water)
name_20046_suipian_mengyan5,梦魇碎片（暗）,Bangungot Fragment(Dark)
name_20047_suipian_change1,嫦娥碎片（光）,Moon Devine Fragment(Light)
name_20048_suipian_dujiaoshou1,独角兽碎片（光）,Pegasus Fragment(Light)
name_20049_suipian_dujiaoshou5,独角兽碎片（暗）,Pegasus Fragment(Dark)
name_20050_suipian_change5,嫦娥碎片（暗）,Moon Devine Fragment(Dark)
name_20051_suipian_huoniao3,火鸟碎片（水）,Firebird Fragment(Water)
name_20052_suipian_ifrit5,伊芙利特碎片（暗）,Ifrit Fragment(Dark)
name_20053_suipian_datiangou4,大天狗碎片（火）,Tengu Fragment(Fire)
name_20054_suipian_tianshizhang1,天使长碎片（光）,Archangel Fragment(Light)
name_20055_suipian_longnv1,龙女碎片（光）,Dragon Girl Fragment(Light)
name_20056_suipian_weitianshi1,伪天使碎片（光）,Fallen Angel Fragment(Light)
name_20057_suipian_nvyao1,报丧女妖（光）,Banshee Fragment(Light)
name_20058_suipian_piying1,皮影（光）,Shadow Puppet Fragment(Light)
name_20059_suipian_kahuna2,卡胡纳（木）,Kahuna Fragment(Grass)
name_20060_suipian_yifanmumian1,一反木棉（光）,Ittan Momen Fragment(Light)
name_20061_suipian_jinglingwang2,精灵王子（木）,Prince Elve Fragment(Grass)
name_20062_suipian_luoxinfu1,络新妇（光）,Nephila Fragment(Light)
name_30011_BloodStone_1,生命纹章lv1,Blood Insignia(lv1)
name_30012_BloodStone_2,生命纹章lv2,Blood Insignia(lv2)
name_30013_BloodStone_3,生命纹章lv3,Blood Insignia(lv3)
name_30014_BloodStone_4,生命纹章lv4,Blood Insignia(lv4)
name_30015_BloodStone_5,生命纹章lv5,Blood Insignia(lv5)
name_30016_BloodStone_6,生命纹章lv6,Blood Insignia(lv6)
name_30021_SageStone_1,海洋纹章lv1,Domain Insignia(lv1)
name_30022_SageStone_2,海洋纹章lv2,Domain Insignia(lv2)
name_30023_SageStone_3,海洋纹章lv3,Domain Insignia(lv3)
name_30024_SageStone_4,海洋纹章lv4,Domain Insignia(lv4)
name_30025_SageStone_5,海洋纹章lv5,Domain Insignia(lv5)
name_30026_SageStone_6,海洋纹章lv6,Domain Insignia(lv6)
name_30031_VitalityStone_1,烈炎纹章lv1,Ember Insignia(lv1)
name_30032_VitalityStone_2,烈炎纹章lv2,Ember Insignia(lv2)
name_30033_VitalityStone_3,烈炎纹章lv3,Ember Insignia(lv3)
name_30034_VitalityStone_4,烈炎纹章lv4,Ember Insignia(lv4)
name_30035_VitalityStone_5,烈炎纹章lv5,Ember Insignia(lv5)
name_30036_VitalityStone_6,烈炎纹章lv6,Ember Insignia(lv6)
name_30041_BastionStone_1,大地纹章lv1,Earth Insignia(lv1)
name_30042_BastionStone_2,大地纹章lv2,Earth Insignia(lv2)
name_30043_BastionStone_3,大地纹章lv3,Earth Insignia(lv3)
name_30044_BastionStone_4,大地纹章lv4,Earth Insignia(lv4)
name_30045_BastionStone_5,大地纹章lv5,Earth Insignia(lv5)
name_30046_BastionStone_6,大地纹章lv6,Earth Insignia(lv6)
name_30051_HasteStone_1,疾风纹章lv1,Wind Insignia(lv1)
name_30052_HasteStone_2,疾风纹章lv2,Wind Insignia(lv2)
name_30053_HasteStone_3,疾风纹章lv3,Wind Insignia(lv3)
name_30054_HasteStone_4,疾风纹章lv4,Wind Insignia(lv4)
name_30055_HasteStone_5,疾风纹章lv5,Wind Insignia(lv5)
name_30056_HasteStone_6,疾风纹章lv6,Wind Insignia(lv6)
name_30061_MendingStone_1,森林纹章lv1,Forest Insignia(lv1)
name_30062_MendingStone_2,森林纹章lv2,Forest Insignia(lv2)
name_30063_MendingStone_3,森林纹章lv3,Forest Insignia(lv3)
name_30064_MendingStone_4,森林纹章lv4,Forest Insignia(lv4)
name_30065_MendingStone_5,森林纹章lv5,Forest Insignia(lv5)
name_30066_MendingStone_6,森林纹章lv6,Forest Insignia(lv6)
name_30071_VolatileStone_1,月之纹章lv1,Moon Insignia(lv1)
name_30072_VolatileStone_2,月之纹章lv2,Moon Insignia(lv2)
name_30073_VolatileStone_3,月之纹章lv3,Moon Insignia(lv3)
name_30074_VolatileStone_4,月之纹章lv4,Moon Insignia(lv4)
name_30075_VolatileStone_5,月之纹章lv5,Moon Insignia(lv5)
name_30076_VolatileStone_6,月之纹章lv6,Moon Insignia(lv6)
name_30081_SourceStone_1,星之纹章lv1,Star Insignia(lv1)
name_30082_SourceStone_2,星之纹章lv2,Star Insignia(lv2)
name_30083_SourceStone_3,星之纹章lv3,Star Insignia(lv3)
name_30084_SourceStone_4,星之纹章lv4,Star Insignia(lv4)
name_30085_SourceStone_5,星之纹章lv5,Star Insignia(lv5)
name_30086_SourceStone_6,星之纹章lv6,Star Insignia(lv6)
name_30091_MorbidStone_1,日之纹章lv1,Sun Insignia(lv1)
name_30092_MorbidStone_2,日之纹章lv2,Sun Insignia(lv2)
name_30093_MorbidStone_3,日之纹章lv3,Sun Insignia(lv3)
name_30094_MorbidStone_4,日之纹章lv4,Sun Insignia(lv4)
name_30095_MorbidStone_5,日之纹章lv5,Sun Insignia(lv5)
name_30096_MorbidStone_6,日之纹章lv6,Sun Insignia(lv6)
name_40000_baoxiang,木质宝箱,Deadwood Chest
name_40001_baoxiang,白银宝箱,Gleaming Chest
name_40002_baoxiang,黄金宝箱,Golden Strongbox
name_40003_baoxiang,黄金宝箱,Gold Treasurecase
name_40005_bigTaskleader201,领袖宝箱（金币）lv1,Leader Chest(coins) (lv1)
name_40006_bigTaskleader301,领袖宝箱（金币）lv2,Leader Chest(coins) (lv2)
name_40007_bigTaskleader401,领袖宝箱（金币）lv3,Leader Chest(coins) (lv3)
name_40007_bigTaskleader501,领袖宝箱（金币）lv4,Leader Chest(coins) (lv4)
name_40008_bigTaskleader202,领袖宝箱（补给品）lv1,Leader Chest(supplies) (lv1)
name_40009_bigTaskleader302,领袖宝箱（补给品）lv2,Leader Chest(supplies) (lv2)
name_40010_bigTaskleader402,领袖宝箱（补给品）lv3,Leader Chest(supplies) (lv3)
name_40010_bigTaskleader502,领袖宝箱（补给品）lv4,Leader Chest(supplies) (lv4)
name_40016_adventure,强化宝箱（5小时）lv1,Upgrades Chest(5h) (lv1)
name_40017_adventure,强化宝箱（5小时）lv2,Upgrades Chest(5h) (lv2)
name_40018_adventure,强化宝箱（5小时）lv3,Upgrades Chest(5h) (lv3)
name_40019_adventure,强化宝箱（5小时）lv4,Upgrades Chest(5h) (lv4)
name_40020_adventure,强化宝箱（8小时）lv1,Upgrades Chest(8h) (lv1)
name_40021_adventure,强化宝箱（8小时）lv2,Upgrades Chest(8h) (lv2)
name_40022_adventure,强化宝箱（8小时）lv3,Upgrades Chest(8h) (lv3)
name_40023_adventure,强化宝箱（8小时）lv4,Upgrades Chest(8h) (lv4)
name_40024_adventure,强化宝箱（12小时）lv1,Upgrades Chest(12h) (lv1)
name_40025_adventure,强化宝箱（12小时）lv2,Upgrades Chest(12h) (lv2)
name_40026_adventure,强化宝箱（12小时）lv3,Upgrades Chest(12h) (lv3)
name_40027_adventure,强化宝箱（12小时）lv4,Upgrades Chest(12h) (lv4
name_40028_adventure,进阶宝箱（5小时）lv1,Advance Chest(5h) (lv1)
name_40029_adventure,进阶宝箱（5小时）lv2,Advance Chest(5h) (lv2)
name_40030_adventure,进阶宝箱（5小时）lv3,Advance Chest(5h) (lv3)
name_40031_adventure,进阶宝箱（5小时）lv4,Advance Chest(5h) (lv4)
name_40032_adventure,进阶宝箱（8小时）lv1,Advance Chest(8h) (lv1)
name_40033_adventure,进阶宝箱（8小时）lv2,Advance Chest(8h) (lv2)
name_40034_adventure,进阶宝箱（8小时）lv3,Advance Chest(8h) (lv3)
name_40035_adventure,进阶宝箱（8小时）lv4,Advance Chest(8h) (lv4)
name_40036_adventure,进阶宝箱（12小时）lv1,Advance Chest(12h) (lv1)
name_40037_adventure,进阶宝箱（12小时）lv2,Advance Chest(12h) (lv2)
name_40038_adventure,进阶宝箱（12小时）lv3,Advance Chest(12h) (lv3)
name_40039_adventure,进阶宝箱（12小时）lv4,Advance Chest(12h) (lv4)
name_40040_adventure,究极宝箱（5小时）lv1,Greatness Chest(5h) (lv1)
name_40041_adventure,究极宝箱（5小时）lv2,Greatness Chest(5h) (lv2)
name_40042_adventure,究极宝箱（5小时）lv3,Greatness Chest(5h) (lv3)
name_40043_adventure,究极宝箱（5小时）lv4,Greatness Chest(5h) (lv4)
name_40044_adventure,究极宝箱（8小时）lv1,Greatness Chest(8h) (lv1)
name_40045_adventure,究极宝箱（8小时）lv2,Greatness Chest(8h) (lv2)
name_40046_adventure,究极宝箱（8小时）lv3,Greatness Chest(8h) (lv3)
name_40047_adventure,究极宝箱（8小时）lv4,Greatness Chest(8h) (lv4)
name_40048_adventure,究极宝箱（12小时）lv1,Greatness Chest(12h) (lv1)
name_40049_adventure,究极宝箱（12小时）lv2,Greatness Chest(12h) (lv2)
name_40050_adventure,究极宝箱（12小时）lv3,Greatness Chest(12h) (lv3)
name_40051_adventure,究极宝箱（12小时）lv4,Greatness Chest(12h) (lv4)
name_40052_pvpstagereward,1级纹章箱子,Level 1 Insignia Chest
name_40053_pvpstagereward,2级纹章箱子,Level 2 Insignia Chest
name_40054_pvpstagereward,3级纹章箱子,Level 3 Insignia Chest
name_40055_pvpstagereward,4级纹章箱子,Level 4 Insignia Chest
name_40056_pvprankreward,C级宠物碎片箱子（中）,Class C Monster Fragments(Medium)
name_40057_pvprankreward,B级宠物碎片箱子（中）,Class B Monster Fragments(Medium)
name_40058_pvprankreward,A级宠物碎片箱子（中）,Class A Monster Fragments(Medium)
name_40059_pvprankreward,S级宠物碎片箱子（中）,Class S Monster Fragments(Medium)
name_40060_pvprankxianshisuipian,中级宠物碎片箱子,Average Monster Fragment Chest
name_40061_pvprankxianshisuipian,高级宠物碎片箱子,Advanced Monster Fragment Chest
name_40062_pvprankxianshisuipian,史诗宠物碎片箱子,Epic Monster Fragment Chest
name_40063_advanturegoldbox,钻石箱子,Diamond Chest
name_40064_pvpbox,竞技场碎片箱子,Arena Chest
name_40065_towerbox,通天塔碎片箱子,Tower Chest
name_40066_bfregmentda,B级宠物碎片箱子（大）,Class B Monster Fragments(Giant)
name_40067_afregmentda,A级宠物碎片箱子（大）,Class A Monster Fragments(Giant)
name_40068_bigTaskleader601,领袖宝箱（金币）lv5,Leader Chest(coins) (lv5)
name_40069_bigTaskleader602,领袖宝箱（补给品）lv5,Leader Chest(supplies) (lv5)
name_40070_commonfregmentda,中级宠物碎片箱子,Average Monster Fragment Chest
name_40071_rarefregmentda,高级宠物碎片箱子,Advanced Monster Fragment Chest
name_40072_epicfregmentda,史诗宠物碎片箱子,Epic Monster Fragment Chest
name_50001_jingyanyaoshui,经验药水,expMedicine
name_50002_chujichongwujingyanyaoshui,初级信仰之力,Basic Mytho Essence
name_50003_zhongjichongwujingyanyaoshui,中级信仰之力,Average Mytho Essence
name_50004_gaojichongwujingyanyaoshui,高级信仰之力,Advanced Mytho Essence
name_50005_chujipilaoyaoshui,苹果,Apple 
name_50006_zhongjipilaoyaoshui,一袋苹果,Bag of Apples 
name_50007_gaojipilaoyaoshui,一筐苹果,Basket of Apples 
name_50008_shuangbeijingyanyao,初级经验卷轴,Basic EXP Scroll
name_50009_sanbeijingyanyao,中级经验卷轴,Average EXP Scroll
name_70001_fangyuxingwuqi,永恒之盾,Eternal Shield
name_70002_fangyuxinghujia,荣耀重甲,Glory Armor
name_70003_fangyuxingtoukui,荣耀头盔,Glory Helmet
name_70004_fangyuxinghuwan,荣耀护手,Glory Gauntlet
name_70005_fangyuxingjiezhi,荣耀战靴,Glory Treads
name_70006_fangyuxingshipin,荣耀指环,Glory Ring
name_70007_wulixingwuqi,破天之枪,Ruinate Spear
name_70008_wulixinghujia,断罪之甲,Crimson Armor
name_70009_wulixingtoukui,断罪头盔,Crimson Helmet
name_70010_wulixinghuwan,断罪护手,Crimson Bracer
name_70011_wulixingjiezhi,断罪战靴,Crimson Treads
name_70012_wulixingshipin,断罪指环,Crimson Ring
name_70013_fashuxingwuqi,死亡法杖,Death Wand
name_70014_fashuxinghujia,混沌法袍,Chaos Armor
name_70015_fashuxingtoukui,混沌假面,Chaos Mask
name_70016_fashuxinghuwan,混沌手套,Chaos Gloves
name_70017_fashuxingjiezhi,混沌之靴,Chaos Boots
name_70018_fashuxingshipin,混沌指环,Chaos Ring
name_70019_zhiyuanxingwuqi,原生魔仗,Primal Wand
name_70020_zhiyuanxinghujia,贤者法袍,Sage's Robe
name_70021_zhiyuanxingtoukui,贤者之帽,Sage's Hat
name_70022_zhiyuanxinghuwan,贤者手套,Sage's Gloves
name_70023_zhiyuanxingjiezhi,贤者之靴,Sage's Boots
name_70024_zhiyuanxingshipin,贤者指环,Sage's Ring
name_101,武器,weapon
name_102,护甲,armor
name_103,头盔,helmet
name_104,护手,gauntlet
name_105,鞋子,shoes
name_106,戒指,ring
tips_10001_yaoshi,测试用tips,test Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.
tips_10002_wuming,测试用tips,test Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.
tips_10003_duihuanquan,扫荡副本的凭证,Voucher used to pass a stage battle.
tips_10004_chujiqianghuacailiao,测试用tips,test Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.
tips_11001_chujizhuangbeiqianghuashi,用于低品质装备打造,For low-quality equipment to forge.
tips_11002_zhongjizhuangbeiqianghuashi,用于中品质装备打造,For medium-quality equipment to forge.
tips_11003_gaojizhuangbeiqianghuashi,用于高品质装备打造,For high-quality equipment to forge.
tips_10005_zhuangbeijinjieshi,装备强化打造的材料，通过每个章节<color=#FFCC00>（除第一章）普通难度的第四个和第八个本产出</color>,"Equipment strengthening material, rewarded via <color=#FFCC00>Story mode stage 4 or stage 8 of each chapters (except for 1st chapter)</color>."
tips_10006_zhuangbeijinjiecailiao2,测试用tips,test Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.
tips_10007_baoshikaikongcailiao,纹章开孔道具,Use to open Insignia slots
tips_10008_zhuangbeijinjiecailiao2chip,测试用tips,test Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.Open Sockets: Reveals a Gem slot after opening.
tips_10009_baoxiangyaoshi1,可以用来开启[木质宝箱],Used to open a Deadwood Chest.
tips_10010_baoxiangyaoshi2,可以用来开启[白银宝箱],Used to open a Gleaming Chest.
tips_10011_baoxiangyaoshi3,可以用来开启[黄金宝箱],Used to open a Golden Strongbox.
tips_10012_baoxiangyaoshi4,开启黄金宝箱所需要的钥匙,The key to open the Gold Treasurecase
tips_10013_yibanlaji1,还是拿去换钱好些,Might be a good idea to sell this one…
tips_10014_yibanlaji2,还是拿去换钱好些,Might be a good idea to sell this one…
tips_10015_yibanlaji3,还是拿去换钱好些,Might be a good idea to sell this one…
tips_10016_chongwuqianghuashi,宠物进阶材料，通过每个章节<color=#FFCC00>挑战难度任意副本（除第四个和第八个）产出</color>,"Monster advancement material, rewarded via <color=#FFCC00>Story mode all stages (except for stage 4 and stage 8)</color>."
tips_10017_chongwujinjieshi,宠物进阶材料，通过每个章节<color=#FFCC00>挑战难度的第四个和第八个本产出</color>,"Monster advancement material, rewarded via <color=#FFCC00>Story mode stage 4 or stage 8</color>."
tips_10021_gongpin,天使的羽翼，光明的气息，可交给公会完成任务,"A feather from an Angel, bright and radiant. You can turn it in to the Guild to complete a quest."
tips_10022_gongpin,恶魔的羽翼，黑暗的气息，可交给公会完成任务,"A feather from an Demon, dark and mysterious. You can turn it in to the Guild to complete a quest."
tips_10023_gongpin,精灵的羽翼，自然的气息，可交给公会完成任务,"A feather from an Fairy, natural and light. You can turn it in to the Guild to complete a quest."
tips_20001_suipian_common,传说中的灵魂本源，可以替代宠物碎片进行合成,"The legendary Lore Core, can be used instead of monster fragments for crafting"
tips_20002_suipian_xiaochou3,用于合成小丑（水）,To craft Joker(Water)
tips_20003_suipian_kairuisi4,用于合成凯瑞斯（火）,To craft Keres(Fire)
tips_20004_suipian_hetong2,用于合成河童（木）,To craft Kappa(Grass)
tips_20005_suipian_wagui3,用于合成哇鬼（水）,To craft Phase Frog(Water)
tips_20006_suipian_xiaochou4,用于合成小丑（火）,To craft Joker(Fire)
tips_20007_suipian_cike4,用于合成火刺壳（火）,To craft Fireshell(Fire)
tips_20008_suipian_panshen2,用于合成潘神（木）,To craft Pans(Grass)
tips_20009_suipian_huapo2,用于合成花魄（木）,To craft Flower Pixie(Grass)
tips_20010_suipian_wushi3,用于合成舞狮（水）,To craft Dancing Lion(Water)
tips_20011_suipian_wushi4,用于合成舞狮（火）,To craft Dancing Lion(Fire)
tips_20012_suipian_xiyiren4,用于合成蜥蜴人（火）,To craft Lizardman(Fire)
tips_20013_suipian_mantuoluo2,用于合成曼陀罗（木）,To craft Mandrake(Grass)
tips_20014_suipian_hetong3,用于合成河童（水）,To craft Kappa(Water)
tips_20015_suipian_longgongtongzi3,用于合成龙宫童子（水）,To craft Ryuku Doji(Water)
tips_20016_suipian_xiyiren2,用于合成蜥蜴人（木）,To craft Lizardman(Grass)
tips_20017_suipian_langren5,用于合成狼人（暗）,To craft Werewolf(Dark)
tips_20018_suipian_langren3,用于合成狼人（水）,To craft Werewolf(Water)
tips_20019_suipian_shuigui3,用于合成幽灵船长（水）,To craft Soul Pirate(Water)
tips_20020_suipian_nvyao5,用于合成报丧女妖（暗）,To craft Banshee(Dark)
tips_20021_suipian_hapi1,用于合成哈皮（光）,To craft Harpy(Light)
tips_20022_suipian_piying5,用于合成皮影（暗）,To craft Shadow Puppet(Dark)
tips_20023_suipian_kairuisi5,用于合成凯瑞斯（暗）,To craft Keres(Dark)
tips_20024_suipian_bingxuenvwang3,用于合成冰雪女王（水）,To craft Chione(Water)
tips_20025_suipian_wendige3,用于合成温迪戈（水）,To craft Wendigo(Water)
tips_20026_suipian_wendige2,用于合成温迪戈（木）,To craft Wendigo(Grass)
tips_20027_suipian_longnv3,用于合成龙女（水）,To craft Dragon Girl(Water)
tips_20028_suipian_momo1,用于合成得莫非（光）,To craft Demovoy(Light)
tips_20029_suipian_amute3,用于合成鳄鱼判官（水）,To craft Crocodile Warden(Water)
tips_20030_suipian_luoxinfu5,用于合成络新妇（暗）,To craft Nephila(Dark)
tips_20031_suipian_saibulesi5,用于合成地狱犬（暗）,To craft Hellhound(Dark)
tips_20032_suipian_hongniu4,用于合成米诺到诺斯（火）,To craft Minotaur(Fire)
tips_20033_suipian_anpusha5,用于合成安普沙（暗）,To craft Empusa(Dark)
tips_20034_suipian_daochengsizhong4,用于合成道成寺妖（火）,To craft Maiden Dojoji(Fire)
tips_20035_suipian_huoniao4,用于合成火鸟（火）,To craft Firebird(Fire)
tips_20036_suipian_ifrit4,用于合成伊芙利特（火）,To craft Ifrit(Fire)
tips_20037_suipian_moguguai4,用于合成蘑菇怪（火）,To craft Matango(Fire)
tips_20038_suipian_tianshizhang4,用于合成天使长（火）,To craft Archangel(Fire)
tips_20039_suipian_xiaochou2,用于合成小丑（木）,To craft Joker(Grass)
tips_20040_suipian_saibulesi4,用于合成地狱犬（火）,To craft Hellhound(Fire)
tips_20041_suipian_moguguai3,用于合成蘑菇怪（水）,To craft Matango(Fire)
tips_20042_suipian_sheshouzuo1,用于合成星空射手（光）,To craft Astro Archer(Light)
tips_20043_suipian_weitianshi5,用于合成伪天使（暗）,To craft Fallen Angel(Dark)
tips_20044_suipian_sheshouzuo3,用于合成星空射手（水）,To craft Astro Archer(Water)
tips_20045_suipian_bingyan3,用于合成史莱姆（水）,To craft Slime(Water)
tips_20046_suipian_mengyan5,用于合成梦魇（暗）,To craft Bangungot(Dark)
tips_20047_suipian_change1,用于合成嫦娥（光）,To craft Moon Devine(Light)
tips_20048_suipian_dujiaoshou1,用于合成独角兽（光）,To craft Pegasus(Light)
tips_20049_suipian_dujiaoshou5,用于合成独角兽（暗）,To craft Pegasus(Dark)
tips_20050_suipian_change5,用于合成嫦娥（暗）,To craft Moon Devine(Dark)
tips_20051_suipian_huoniao3,用于合成火鸟（水）,To craft Firebird(Water)
tips_20052_suipian_ifrit5,用于合成伊芙利特（暗）,To craft Ifrit(Dark)
tips_20053_suipian_datiangou4,用于合成大天狗（火）,To craft Tengu(Fire)
tips_20054_suipian_tianshizhang1,用于合成天使长（光）,To craft Archangel(Light)
tips_20055_suipian_longnv1,用于合成龙女（光）,To craft Dragon Girl(Light)
tips_20056_suipian_weitianshi1,用于合成伪天使（光）,To craft Fallen Angel(Light)
tips_20057_suipian_nvyao1,用于合成报丧女妖（光）,To craft Banshee Fragment(Light)
tips_20058_suipian_piying1,用于合成皮影（光）,To craft Shadow Puppet Fragment(Light)
tips_20059_suipian_kahuna2,用于合成卡胡纳（木）,To craft Kahuna Fragment(Grass)
tips_20060_suipian_yifanmumian1,用于合成一反木棉（光）,To craft Ittan Momen Fragment(Light)
tips_20061_suipian_jinglingwang2,用于合成精灵王子（木）,To craft Prince Elve Fragment(Grass)
tips_20062_suipian_luoxinfu1,用于合成络新妇（光）,Nephila Fragment(Light)
tips_30011_BloodStone_1,寄宿着生命之力的纹章，镶嵌在装备上可以提高50生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 50.
tips_30012_BloodStone_2,寄宿着生命之力的纹章，镶嵌在装备上可以提高100生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 100.
tips_30013_BloodStone_3,寄宿着生命之力的纹章，镶嵌在装备上可以提高180生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 180.
tips_30014_BloodStone_4,寄宿着生命之力的纹章，镶嵌在装备上可以提高300生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 300.
tips_30015_BloodStone_5,寄宿着生命之力的纹章，镶嵌在装备上可以提高450生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 450.
tips_30016_BloodStone_6,寄宿着生命之力的纹章，镶嵌在装备上可以提高670生命。,An Insignia containing the power of the life. Embed into a piece of Equipment to increase HP by 670.
tips_30021_SageStone_1,寄宿着海洋之力的纹章，镶嵌在装备上可以提高15智力。,An Insignia containing the power of the seas. Embed into a piece of Equipment to increase INT by 15.
