#TEXT,TEXT
id,rewardGroup
2001,"4_70001_1_1_0_500,4_70007_1_1_0_500,4_70013_1_1_0_500,4_70019_1_1_0_500"
2002,"4_70002_1_1_0_500,4_70008_1_1_0_500,4_70014_1_1_0_500,4_70020_1_1_0_500"
2003,"4_70003_1_1_0_500,4_70009_1_1_0_500,4_70015_1_1_0_500,4_70021_1_1_0_500"
2004,"4_70005_1_1_0_500,4_70011_1_1_0_500,4_70017_1_1_0_500,4_70023_1_1_0_500"
2005,"4_70004_1_1_0_500,4_70010_1_1_0_500,4_70016_1_1_0_500,4_70022_1_1_0_500"
2006,"4_70006_1_1_0_500,4_70012_1_1_0_500,4_70018_1_1_0_500,4_70024_1_1_0_500"
2101,"4_70002_1_1_0_500,4_70008_1_1_0_500,4_70014_1_1_0_500,4_70020_1_1_0_500,4_70003_1_1_0_500,4_70009_1_1_0_500,4_70015_1_1_0_500,4_70021_1_1_0_500"
2102,"4_70002_1_1_0_500,4_70008_1_1_0_500,4_70014_1_1_0_500,4_70020_1_1_0_500,4_70004_1_1_0_500,4_70010_1_1_0_500,4_70016_1_1_0_500,4_70022_1_1_0_500"
2103,"4_70005_1_1_0_500,4_70011_1_1_0_500,4_70017_1_1_0_500,4_70023_1_1_0_500,4_70004_1_1_0_500,4_70010_1_1_0_500,4_70016_1_1_0_500,4_70022_1_1_0_500"
2104,"4_70006_1_1_0_500,4_70012_1_1_0_500,4_70018_1_1_0_500,4_70024_1_1_0_500,4_70004_1_1_0_500,4_70010_1_1_0_500,4_70016_1_1_0_500,4_70022_1_1_0_500"
2105,"4_70006_1_1_0_500,4_70012_1_1_0_500,4_70018_1_1_0_500,4_70024_1_1_0_500,4_70005_1_1_0_500,4_70011_1_1_0_500,4_70017_1_1_0_500,4_70023_1_1_0_500"
2106,"4_70001_1_1_0_500,4_70007_1_1_0_500,4_70013_1_1_0_500,4_70019_1_1_0_500,4_70003_1_1_0_500,4_70009_1_1_0_500,4_70015_1_1_0_500,4_70021_1_1_0_500"
30000,"6_30001_1_1000,6_30002_1_500,6_30003_1_100"
30001,"7_xgWagui3_1_0_100,7_xgHuapo2_1_0_100,7_xgPanshen2_1_0_100,7_xgXiaochou3_1_0_100,3_20002_10_300,3_20003_10_300,3_20004_10_300,3_11001_20_1000,3_10009_1_1000"
30002,"7_xgKairuisi4_1_0_100,7_xgLonggongtongzi3_1_0_100,7_xgHetong2_1_0_100,7_xgHetong3_1_0_100,7_xgPiying5_1_0_100,3_20005_15_300,3_20006_15_300,3_20007_15_300,3_11002_30_1000,3_10010_1_1000"
30003,"7_xgNvyao5_1_0_100,7_xgHapi1_1_0_100,7_xgXiyiren2_1_0_100,7_xgXiyiren4_1_0_100,7_xgKairuisi5_1_0_100,3_20008_20_300,3_20009_20_300,3_20010_20_300,3_11003_50_1000,3_10011_1_1000"
30004,"7_xgMantuoluo2_1_0_100,7_xgLangren5_1_0_100,7_xgLangren3_1_0_100"
zuanshi1st,7_xgBingxuenvwang3_1_0_30
jinbi,"7_xgMoguguai4_1_0_200,7_xgLangren3_1_0_200,7_xgMoguguai3_1_0_200,7_xgXiyiren2_1_0_200,7_xgXiyiren4_1_0_200,3_20046_8_90,3_20046_16_45,3_20010_8_90,3_20010_16_45,3_20005_8_90,3_20005_16_45,3_20013_8_90,3_20013_16_45,3_20009_8_90,3_20009_16_45,3_20007_8_90,3_20007_16_45,3_20066_8_90,3_20066_16_45,3_20065_8_90,3_20065_16_45,3_20004_8_90,3_20004_16_45,3_20039_8_90,3_20039_16_45,3_20021_8_90,3_20021_16_45,3_20025_8_10,3_20025_16_5,3_20011_8_10,3_20011_16_5,3_20014_8_10,3_20014_16_5,3_20040_8_10,3_20040_16_5,3_20031_8_10,3_20031_16_5,3_20067_8_10,3_20067_16_5,3_20017_8_10,3_20017_16_5,3_20058_8_10,3_20058_16_5,3_20030_8_10,3_20030_16_5,3_20062_8_10,3_20062_16_5,3_20039_8_10,3_20039_16_5,3_20002_8_10,3_20002_16_5,3_20023_8_10,3_20023_16_5,3_20029_8_10,3_20029_16_5,3_20063_8_10,3_20063_16_5,3_20064_8_10,3_20064_16_5,3_20019_8_10,3_20019_16_5,3_20028_8_10,3_20028_16_5,3_20033_8_10,3_20033_16_5,3_20044_8_10,3_20044_16_5,3_20057_8_10,3_20057_16_5,3_20059_8_10,3_20059_16_5,3_20020_8_10,3_20020_16_5,3_20008_8_10,3_20008_16_5,3_20022_8_10,3_20022_16_5,3_11001_2_200,3_11001_3_600,3_11001_4_200,3_10003_1_400,3_10003_2_100,3_40052_1_300,3_11002_1_900,3_11002_2_450,3_11002_3_150,3_10016_2_450,3_10016_3_900,3_10016_4_150,3_40053_1_100,3_10007_2_160,3_10007_3_200,3_10007_4_40,3_10017_2_200,3_10017_3_200,3_10005_2_100,3_10005_3_100"
999999999zuanshi0,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20032_16_6266,3_20056_16_6266,3_20050_16_6266,3_20003_16_6266,3_20055_16_3133,3_20068_16_3133,3_20042_16_3133,3_20045_16_3133,3_20060_16_3133,3_20071_16_3133,3_20038_16_3133,3_20027_16_3133,3_20024_16_3133,3_20036_16_1567,3_20034_16_1567,3_20035_16_1567,3_20051_16_1567,3_20047_16_1567,3_20032_32_3133,3_20056_32_3133,3_20050_32_3133,3_20003_32_3133,3_20055_32_1567,3_20068_32_1567,3_20042_32_1567,3_20045_32_1567,3_20060_32_1567,3_20071_32_1567,3_20038_32_1567,3_20027_32_1567,3_20024_32_1567,3_20036_32_783,3_20034_32_783,3_20035_32_783,3_20051_32_783,3_20047_32_783,7_xgHongniu4_1_0_328,7_xgWeitianshi1_1_0_328,7_xgChange5_1_0_328,7_xgKairuisi4_1_0_328,7_xgLongnv1_1_0_164,7_xgYifanmumian3_1_0_164,7_xgSheshouzuo1_1_0_164,7_xgBingyan3_1_0_164,7_xgYifanmumian1_1_0_164,7_xgSenlinnvshen2_1_0_164,7_xgTianshizhang4_1_0_164,7_xgLongnv3_1_0_164,7_xgBingxuenvwang3_1_0_164,7_xgIfrit4_1_0_82,7_xgDaochengsizhong4_1_0_82,7_xgHuoniao4_1_0_82,7_xgHuoniao3_1_0_82,7_xgChange1_1_0_82,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333,3_40053_1_55556,3_40054_1_104444,3_40055_1_44444,3_10018_1_55556,3_10019_1_10000,3_10011_1_43633"
999999999zuanshi1,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20045_16_6266,3_20055_16_6266,3_20042_16_6266,3_20068_16_6266,3_20003_16_3133,3_20032_16_3133,3_20050_16_3133,3_20060_16_3133,3_20056_16_3133,3_20071_16_3133,3_20038_16_3133,3_20027_16_3133,3_20024_16_3133,3_20036_16_1567,3_20034_16_1567,3_20035_16_1567,3_20051_16_1567,3_20047_16_1567,3_20045_32_3133,3_20055_32_3133,3_20042_32_3133,3_20068_32_3133,3_20003_32_1567,3_20032_32_1567,3_20050_32_1567,3_20060_32_1567,3_20056_32_1567,3_20071_32_1567,3_20038_32_1567,3_20027_32_1567,3_20024_32_1567,3_20036_32_783,3_20034_32_783,3_20035_32_783,3_20051_32_783,3_20047_32_783,7_xgBingyan3_1_0_328,7_xgLongnv1_1_0_328,7_xgSheshouzuo1_1_0_328,7_xgYifanmumian3_1_0_328,7_xgKairuisi4_1_0_164,7_xgHongniu4_1_0_164,7_xgChange5_1_0_164,7_xgYifanmumian1_1_0_164,7_xgWeitianshi1_1_0_164,7_xgSenlinnvshen2_1_0_164,7_xgTianshizhang4_1_0_164,7_xgLongnv3_1_0_164,7_xgBingxuenvwang3_1_0_164,7_xgIfrit4_1_0_82,7_xgDaochengsizhong4_1_0_82,7_xgHuoniao4_1_0_82,7_xgHuoniao3_1_0_82,7_xgChange1_1_0_82,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333,3_40053_1_55556,3_40054_1_104444,3_40055_1_44444,3_10018_1_55556,3_10019_1_10000,3_10011_1_43633"
999999999zuanshi2,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20060_16_6266,3_20071_16_6266,3_20050_16_6266,3_20042_16_6266,3_20003_16_3133,3_20055_16_3133,3_20068_16_3133,3_20032_16_3133,3_20045_16_3133,3_20056_16_3133,3_20038_16_3133,3_20027_16_3133,3_20024_16_3133,3_20036_16_1567,3_20034_16_1567,3_20035_16_1567,3_20051_16_1567,3_20047_16_1567,3_20060_32_3133,3_20071_32_3133,3_20050_32_3133,3_20042_32_3133,3_20003_32_1567,3_20055_32_1567,3_20068_32_1567,3_20032_32_1567,3_20045_32_1567,3_20056_32_1567,3_20038_32_1567,3_20027_32_1567,3_20024_32_1567,3_20036_32_783,3_20034_32_783,3_20035_32_783,3_20051_32_783,3_20047_32_783,7_xgYifanmumian1_1_0_328,7_xgSenlinnvshen2_1_0_328,7_xgChange5_1_0_328,7_xgSheshouzuo1_1_0_328,7_xgKairuisi4_1_0_164,7_xgLongnv1_1_0_164,7_xgYifanmumian3_1_0_164,7_xgHongniu4_1_0_164,7_xgBingyan3_1_0_164,7_xgWeitianshi1_1_0_164,7_xgTianshizhang4_1_0_164,7_xgLongnv3_1_0_164,7_xgBingxuenvwang3_1_0_164,7_xgIfrit4_1_0_82,7_xgDaochengsizhong4_1_0_82,7_xgHuoniao4_1_0_82,7_xgHuoniao3_1_0_82,7_xgChange1_1_0_82,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333,3_40053_1_55556,3_40054_1_104444,3_40055_1_44444,3_10018_1_55556,3_10019_1_10000,3_10011_1_43633"
999999999zuanshi3,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20032_16_6266,3_20056_16_6266,3_20068_16_6266,3_20003_16_6266,3_20055_16_3133,3_20042_16_3133,3_20045_16_3133,3_20050_16_3133,3_20060_16_3133,3_20071_16_3133,3_20038_16_3133,3_20027_16_3133,3_20024_16_3133,3_20036_16_1567,3_20034_16_1567,3_20035_16_1567,3_20051_16_1567,3_20047_16_1567,3_20032_32_3133,3_20056_32_3133,3_20068_32_3133,3_20003_32_3133,3_20055_32_1567,3_20042_32_1567,3_20045_32_1567,3_20050_32_1567,3_20060_32_1567,3_20071_32_1567,3_20038_32_1567,3_20027_32_1567,3_20024_32_1567,3_20036_32_783,3_20034_32_783,3_20035_32_783,3_20051_32_783,3_20047_32_783,7_xgHongniu4_1_0_328,7_xgWeitianshi1_1_0_328,7_xgYifanmumian3_1_0_328,7_xgKairuisi4_1_0_328,7_xgLongnv1_1_0_164,7_xgSheshouzuo1_1_0_164,7_xgBingyan3_1_0_164,7_xgChange5_1_0_164,7_xgYifanmumian1_1_0_164,7_xgSenlinnvshen2_1_0_164,7_xgTianshizhang4_1_0_164,7_xgLongnv3_1_0_164,7_xgBingxuenvwang3_1_0_164,7_xgIfrit4_1_0_82,7_xgDaochengsizhong4_1_0_82,7_xgHuoniao4_1_0_82,7_xgHuoniao3_1_0_82,7_xgChange1_1_0_82,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333,3_40053_1_55556,3_40054_1_104444,3_40055_1_44444,3_10018_1_55556,3_10019_1_10000,3_10011_1_43633"
999999999zuanshi4,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20045_16_6266,3_20055_16_6266,3_20050_16_6266,3_20068_16_6266,3_20003_16_3133,3_20042_16_3133,3_20032_16_3133,3_20060_16_3133,3_20056_16_3133,3_20071_16_3133,3_20038_16_3133,3_20027_16_3133,3_20024_16_3133,3_20036_16_1567,3_20034_16_1567,3_20035_16_1567,3_20051_16_1567,3_20047_16_1567,3_20045_32_3133,3_20055_32_3133,3_20050_32_3133,3_20068_32_3133,3_20003_32_1567,3_20042_32_1567,3_20032_32_1567,3_20060_32_1567,3_20056_32_1567,3_20071_32_1567,3_20038_32_1567,3_20027_32_1567,3_20024_32_1567,3_20036_32_783,3_20034_32_783,3_20035_32_783,3_20051_32_783,3_20047_32_783,7_xgBingyan3_1_0_328,7_xgLongnv1_1_0_328,7_xgChange5_1_0_328,7_xgYifanmumian3_1_0_328,7_xgKairuisi4_1_0_164,7_xgSheshouzuo1_1_0_164,7_xgHongniu4_1_0_164,7_xgYifanmumian1_1_0_164,7_xgWeitianshi1_1_0_164,7_xgSenlinnvshen2_1_0_164,7_xgTianshizhang4_1_0_164,7_xgLongnv3_1_0_164,7_xgBingxuenvwang3_1_0_164,7_xgIfrit4_1_0_82,7_xgDaochengsizhong4_1_0_82,7_xgHuoniao4_1_0_82,7_xgHuoniao3_1_0_82,7_xgChange1_1_0_82,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333,3_40053_1_55556,3_40054_1_104444,3_40055_1_44444,3_10018_1_55556,3_10019_1_10000,3_10011_1_43633"
999999999zuanshi5,"3_20043_16_4467,3_20054_16_4467,3_20052_16_4467,3_20053_16_4467,3_20048_16_4467,3_20061_16_4467,3_20070_16_4467,3_20069_16_4467,3_20049_16_2233,3_20043_32_2233,3_20054_32_2233,3_20052_32_2233,3_20053_32_2233,3_20048_32_2233,3_20061_32_2233,3_20070_32_2233,3_20069_32_2233,3_20049_32_1117,7_xgWeitianshi5_1_0_147,7_xgTianshizhang1_1_0_147,7_xgIfrit5_1_0_147,7_xgDatiangou4_1_0_147,7_xgDujiaoshou1_1_0_147,7_xgJinglingwang2_1_0_147,7_xgShixianggui5_1_0_147,7_xgRenyu3_1_0_147,7_xgDujiaoshou5_1_0_74,3_20060_16_6266,3_20071_16_6266,3_20003_16_6266,3_20042_16_6266,3_20055_16_3133,3_20068_16_3133,3_20032_16_3133,3_20045_16_3133,3_20050_16_3133,3_20056_16_3133,3_20038_16_3133,3_20027_16_3133,3_20024_16_3133,3_20036_16_1567,3_20034_16_1567,3_20035_16_1567,3_20051_16_1567,3_20047_16_1567,3_20060_32_3133,3_20071_32_3133,3_20003_32_3133,3_20042_32_3133,3_20055_32_1567,3_20068_32_1567,3_20032_32_1567,3_20045_32_1567,3_20050_32_1567,3_20056_32_1567,3_20038_32_1567,3_20027_32_1567,3_20024_32_1567,3_20036_32_783,3_20034_32_783,3_20035_32_783,3_20051_32_783,3_20047_32_783,7_xgYifanmumian1_1_0_328,7_xgSenlinnvshen2_1_0_328,7_xgKairuisi4_1_0_328,7_xgSheshouzuo1_1_0_328,7_xgLongnv1_1_0_164,7_xgYifanmumian3_1_0_164,7_xgHongniu4_1_0_164,7_xgBingyan3_1_0_164,7_xgChange5_1_0_164,7_xgWeitianshi1_1_0_164,7_xgTianshizhang4_1_0_164,7_xgLongnv3_1_0_164,7_xgBingxuenvwang3_1_0_164,7_xgIfrit4_1_0_82,7_xgDaochengsizhong4_1_0_82,7_xgHuoniao4_1_0_82,7_xgHuoniao3_1_0_82,7_xgChange1_1_0_82,7_xgWendige2_1_0_3205,7_xgLonggongtongzi3_1_0_3205,7_xgLonggongtongzi1_1_0_6410,7_xgNvyao5_1_0_6410,7_xgKahuna2_1_0_6410,7_xgNvyao1_1_0_6410,7_xgSheshouzuo3_1_0_6410,7_xgWushi4_1_0_6410,7_xgAnpusha5_1_0_6410,7_xgMomo1_1_0_6410,7_xgShuigui3_1_0_6410,7_xgAmute4_1_0_6410,7_xgAmute2_1_0_6410,7_xgAmute3_1_0_6410,7_xgXiaochou3_1_0_6410,7_xgXiaochou2_1_0_6410,7_xgLuoxinfu1_1_0_6410,7_xgPiying1_1_0_6410,7_xgLuoxinfu5_1_0_6410,7_xgPiying5_1_0_6410,7_xgKairuisi5_1_0_6410,7_xgWendige3_1_0_6410,7_xgLangren5_1_0_6410,7_xgPanshen2_1_0_6410,7_xgSaibulesi5_1_0_6410,7_xgSaibulesi4_1_0_6410,7_xgHetong3_1_0_6410,7_xgWushi3_1_0_33333,7_xgHetong2_1_0_33333,7_xgXiaochou4_1_0_33333,7_xgWagui3_1_0_33333,7_xgCike2_1_0_33333,7_xgCike3_1_0_33333,7_xgCike4_1_0_33333,7_xgHuapo2_1_0_33333,7_xgMengyan5_1_0_33333,7_xgMantuoluo2_1_0_33333,7_xgHapi1_1_0_33333,3_40053_1_55556,3_40054_1_104444,3_40055_1_44444,3_10018_1_55556,3_10019_1_10000,3_10011_1_43633"
