#TEXT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
id,strength,intelligence,speed,defense,health,energy,healRatio,criticalRatio,criticalDmg
206,0,0,0,0,0,0,0,0,0
301,0,0,0,9.2,0,0,0,0,0
302,0,0,0,14.13333333,0,0,0,0,0
303,0,0,0,22.13333333,0,0,0,0,0
304,0,0,0,55.86666667,0,0,0,0,0
305,0,0,0,122,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0
401,0,0,0,6.9,0,0,0,0,0
402,0,0,0,10.6,0,0,0,0,0
403,0,0,0,16.6,0,0,0,0,0
404,0,0,0,41.9,0,0,0,0,0
405,0,0,0,91.5,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0
501,0,0,0,0,23.55555556,0,0,0,0
502,0,0,0,0,36.16666667,0,0,0,0
503,0,0,0,0,56.66666667,0,0,0,0
504,0,0,0,0,143,0,0,0,0
505,0,0,0,0,312.3888889,0,0,0,0
506,0,0,0,0,0,0,0,0,0
601,0,0,0,4.6,9.422222222,0,0,0,0
602,0,0,0,7.066666667,14.46666667,0,0,0,0
603,0,0,0,11.06666667,22.66666667,0,0,0,0
604,0,0,0,27.93333333,57.2,0,0,0,0
605,0,0,0,61,124.9555556,0,0,0,0
606,0,0,0,0,0,0,0,0,0
701,12.88888889,6.444444444,0,0,0,0,0,0,0
702,19.73333333,9.866666667,0,0,0,0,0,0,0
703,30.93333333,15.46666667,0,0,0,0,0,0,0
704,78.04444444,39.02222222,0,0,0,0,0,0,0
705,170.4,85.2,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0
801,0,0,0,0,23.55555556,0,0,0,0
802,0,0,0,0,36.16666667,0,0,0,0
803,0,0,0,0,56.66666667,0,0,0,0
804,0,0,0,0,143,0,0,0,0
805,0,0,0,0,312.3888889,0,0,0,0
806,0,0,0,0,0,0,0,0,0
901,0,0,0,6.133333333,0,0,0,0,0
902,0,0,0,9.422222222,0,0,0,0,0
903,0,0,0,14.75555556,0,0,0,0,0
904,0,0,0,37.24444444,0,0,0,0,0
905,0,0,0,81.33333333,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0
1001,3.222222222,0,0,4.6,0,0,0,0,0
1002,4.933333333,0,0,7.066666667,0,0,0,0,0
1003,7.733333333,0,0,11.06666667,0,0,0,0,0
1004,19.51111111,0,0,27.93333333,0,0,0,0,0
1005,42.6,0,0,61,0,0,0,0,0
1006,0,0,0,0,0,0,0,0,0
1101,0,1.611111111,0,0,18.84444444,0,0,0,0
1102,0,2.466666667,0,0,28.93333333,0,0,0,0
1103,0,3.866666667,0,0,45.33333333,0,0,0,0
1104,0,9.755555556,0,0,114.4,0,0,0,0
1105,0,21.3,0,0,249.9111111,0,0,0,0
1106,0,0,0,0,0,0,0,0,0
1201,6.444444444,0,0,0,4.711111111,0,0,0,0
1202,9.866666667,0,0,0,7.233333333,0,0,0,0
1203,15.46666667,0,0,0,11.33333333,0,0,0,0
1204,39.02222222,0,0,0,28.6,0,0,0,0
1205,85.2,0,0,0,62.47777778,0,0,0,0
1206,0,0,0,0,0,0,0,0,0
1301,6.444444444,12.88888889,0,0,0,0,0,0,0
1302,9.866666667,19.73333333,0,0,0,0,0,0,0
1303,15.46666667,30.93333333,0,0,0,0,0,0,0
1304,39.02222222,78.04444444,0,0,0,0,0,0,0
1305,85.2,170.4,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0
1401,0,0,0,0,23.55555556,0,0,0,0
1402,0,0,0,0,36.16666667,0,0,0,0
1403,0,0,0,0,56.66666667,0,0,0,0
1404,0,0,0,0,143,0,0,0,0
1405,0,0,0,0,312.3888889,0,0,0,0
1406,0,0,0,0,0,0,0,0,0
1501,0,0,0,6.133333333,0,0,0,0,0
1502,0,0,0,9.422222222,0,0,0,0,0
1503,0,0,0,14.75555556,0,0,0,0,0
1504,0,0,0,37.24444444,0,0,0,0,0
1505,0,0,0,81.33333333,0,0,0,0,0
1506,0,0,0,0,0,0,0,0,0
1601,0,3.222222222,0,4.6,0,0,0,0,0
1602,0,4.933333333,0,7.066666667,0,0,0,0,0
1603,0,7.733333333,0,11.06666667,0,0,0,0,0
1604,0,19.51111111,0,27.93333333,0,0,0,0,0
1605,0,42.6,0,61,0,0,0,0,0
1606,0,0,0,0,0,0,0,0,0
1701,1.611111111,0,0,0,18.84444444,0,0,0,0
1702,2.466666667,0,0,0,28.93333333,0,0,0,0
1703,3.866666667,0,0,0,45.33333333,0,0,0,0
1704,9.755555556,0,0,0,114.4,0,0,0,0
1705,21.3,0,0,0,249.9111111,0,0,0,0
1706,0,0,0,0,0,0,0,0,0
1801,0,6.444444444,0,0,4.711111111,0,0,0,0
1802,0,9.866666667,0,0,7.233333333,0,0,0,0
1803,0,15.46666667,0,0,11.33333333,0,0,0,0
1804,0,39.02222222,0,0,28.6,0,0,0,0
1805,0,85.2,0,0,62.47777778,0,0,0,0
1806,0,0,0,0,0,0,0,0,0
1901,9.666666667,9.666666667,0,0,0,0,0,0,0
1902,14.8,14.8,0,0,0,0,0,0,0
1903,23.2,23.2,0,0,0,0,0,0,0
1904,58.53333333,58.53333333,0,0,0,0,0,0,0
1905,127.8,127.8,0,0,0,0,0,0,0
1906,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,23.55555556,0,0,0,0
2002,0,0,0,0,36.16666667,0,0,0,0
2003,0,0,0,0,56.66666667,0,0,0,0
2004,0,0,0,0,143,0,0,0,0
2005,0,0,0,0,312.3888889,0,0,0,0
2006,0,0,0,0,0,0,0,0,0
2101,0,0,0,7.666666667,0,0,0,0,0
2102,0,0,0,11.77777778,0,0,0,0,0
2103,0,0,0,18.44444444,0,0,0,0,0
2104,0,0,0,46.55555556,0,0,0,0,0
2105,0,0,0,101.6666667,0,0,0,0,0
2106,0,0,0,0,0,0,0,0,0
2201,0,0,0,4.6,0,0,0,0,0
2202,0,0,0,7.066666667,0,0,0,0,0
2203,0,0,0,11.06666667,0,0,0,0,0
2204,0,0,0,27.93333333,0,0,0,0,0
2205,0,0,0,61,0,0,0,0,0
2206,0,0,0,0,0,0,0,0,0
2301,0,3.222222222,0,0,14.13333333,0,0,0,0
2302,0,4.933333333,0,0,21.7,0,0,0,0
2303,0,7.733333333,0,0,34,0,0,0,0
2304,0,19.51111111,0,0,85.8,0,0,0,0
2305,0,42.6,0,0,187.4333333,0,0,0,0
2306,0,0,0,0,0,0,0,0,0
2401,0,0,0,1.533333333,9.422222222,0,0,0,0
2402,0,0,0,2.355555556,14.46666667,0,0,0,0
2403,0,0,0,3.688888889,22.66666667,0,0,0,0
2404,0,0,0,9.311111111,57.2,0,0,0,0
2405,0,0,0,20.33333333,124.9555556,0,0,0,0
2406,0,0,0,0,0,0,0,0,0
111,102,102,0,0,0,0,0,0,0
112,192,192,0,0,0,0,0,0,0
113,346,346,0,0,0,0,0,0,0
114,730,730,0,0,0,0,0,0,0
115,1468,1468,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0
211,0,0,0,0,436,0,0,0,0
212,0,0,0,0,822,0,0,0,0
213,0,0,0,0,1477,0,0,0,0
214,0,0,0,0,3116,0,0,0,0
215,0,0,0,0,6262,0,0,0,0
216,0,0,0,0,0,0,0,0,0
311,0,0,0,106,0,0,0,0,0
312,0,0,0,200,0,0,0,0,0
313,0,0,0,360,0,0,0,0,0
314,0,0,0,760,0,0,0,0,0
315,0,0,0,1528,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0
411,0,0,0,79,0,0,0,0,0
412,0,0,0,150,0,0,0,0,0
413,0,0,0,270,0,0,0,0,0
414,0,0,0,570,0,0,0,0,0
415,0,0,0,1146,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0
511,0,0,0,0,272,0,0,0,0
512,0,0,0,0,514,0,0,0,0
513,0,0,0,0,923,0,0,0,0
514,0,0,0,0,1947,0,0,0,0
515,0,0,0,0,3914,0,0,0,0
516,0,0,0,0,0,0,0,0,0
611,0,0,0,53,109,0,0,0,0
612,0,0,0,100,205,0,0,0,0
613,0,0,0,180,369,0,0,0,0
614,0,0,0,380,779,0,0,0,0
615,0,0,0,764,1565,0,0,0,0
616,0,0,0,0,0,0,0,0,0
711,148,74,0,0,0,0,0,0,0
712,280,140,0,0,0,0,0,0,0
713,503,251,0,0,0,0,0,0,0
714,1062,531,0,0,0,0,0,0,0
715,2135,1067,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0
811,0,0,0,0,272,0,0,0,0
812,0,0,0,0,514,0,0,0,0
813,0,0,0,0,923,0,0,0,0
814,0,0,0,0,1947,0,0,0,0
815,0,0,0,0,3914,0,0,0,0
816,0,0,0,0,0,0,0,0,0
911,0,0,0,71,0,0,0,0,0
912,0,0,0,133,0,0,0,0,0
913,0,0,0,240,0,0,0,0,0
914,0,0,0,507,0,0,0,0,0
915,0,0,0,1018,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0
1011,37,0,0,53,0,0,0,0,0
1012,70,0,0,100,0,0,0,0,0
1013,125,0,0,180,0,0,0,0,0
1014,265,0,0,380,0,0,0,0,0
1015,533,0,0,764,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0
1111,0,18,0,0,218,0,0,0,0
1112,0,35,0,0,411,0,0,0,0
1113,0,62,0,0,738,0,0,0,0
1114,0,132,0,0,1558,0,0,0,0
1115,0,266,0,0,3131,0,0,0,0
1116,0,0,0,0,0,0,0,0,0
1211,74,0,0,0,54,0,0,0,0
1212,140,0,0,0,102,0,0,0,0
1213,251,0,0,0,184,0,0,0,0
1214,531,0,0,0,389,0,0,0,0
1215,1067,0,0,0,782,0,0,0,0
1216,0,0,0,0,0,0,0,0,0
1311,74,148,0,0,0,0,0,0,0
1312,140,280,0,0,0,0,0,0,0
1313,251,503,0,0,0,0,0,0,0
1314,531,1062,0,0,0,0,0,0,0
1315,1067,2135,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0
1411,0,0,0,0,272,0,0,0,0
1412,0,0,0,0,514,0,0,0,0
1413,0,0,0,0,923,0,0,0,0
1414,0,0,0,0,1947,0,0,0,0
1415,0,0,0,0,3914,0,0,0,0
1416,0,0,0,0,0,0,0,0,0
1511,0,0,0,71,0,0,0,0,0
1512,0,0,0,133,0,0,0,0,0
1513,0,0,0,240,0,0,0,0,0
1514,0,0,0,507,0,0,0,0,0
1515,0,0,0,1018,0,0,0,0,0
1516,0,0,0,0,0,0,0,0,0
1611,0,37,0,53,0,0,0,0,0
1612,0,70,0,100,0,0,0,0,0
1613,0,125,0,180,0,0,0,0,0
1614,0,265,0,380,0,0,0,0,0
1615,0,533,0,764,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0
1711,18,0,0,0,218,0,0,0,0
1712,35,0,0,0,411,0,0,0,0
1713,62,0,0,0,738,0,0,0,0
1714,132,0,0,0,1558,0,0,0,0
1715,266,0,0,0,3131,0,0,0,0
1716,0,0,0,0,0,0,0,0,0
1811,0,74,0,0,54,0,0,0,0
1812,0,140,0,0,102,0,0,0,0
1813,0,251,0,0,184,0,0,0,0
1814,0,531,0,0,389,0,0,0,0
1815,0,1067,0,0,782,0,0,0,0
1816,0,0,0,0,0,0,0,0,0
1911,111,111,0,0,0,0,0,0,0
1912,210,210,0,0,0,0,0,0,0
1913,377,377,0,0,0,0,0,0,0
1914,796,796,0,0,0,0,0,0,0
1915,1601,1601,0,0,0,0,0,0,0
1916,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,272,0,0,0,0
2012,0,0,0,0,514,0,0,0,0
2013,0,0,0,0,923,0,0,0,0
2014,0,0,0,0,1947,0,0,0,0
2015,0,0,0,0,3914,0,0,0,0
2016,0,0,0,0,0,0,0,0,0
2111,0,0,0,88,0,0,0,0,0
2112,0,0,0,167,0,0,0,0,0
2113,0,0,0,300,0,0,0,0,0
2114,0,0,0,633,0,0,0,0,0
2115,0,0,0,1273,0,0,0,0,0
2116,0,0,0,0,0,0,0,0,0
2211,0,0,0,53,0,0,0,0,0
2212,0,0,0,100,0,0,0,0,0
2213,0,0,0,180,0,0,0,0,0
2214,0,0,0,380,0,0,0,0,0
2215,0,0,0,764,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0
2311,0,37,0,0,163,0,0,0,0
2312,0,70,0,0,308,0,0,0,0
2313,0,125,0,0,553,0,0,0,0
2314,0,265,0,0,1168,0,0,0,0
2315,0,533,0,0,2348,0,0,0,0
2316,0,0,0,0,0,0,0,0,0
2411,0,0,0,17,109,0,0,0,0
2412,0,0,0,33,205,0,0,0,0
2413,0,0,0,60,369,0,0,0,0
2414,0,0,0,126,779,0,0,0,0
2415,0,0,0,254,1565,0,0,0,0
2416,0,0,0,0,0,0,0,0,0
