#TEXT,TEXT,NUM,TEXT,NUM,NUM,NUM,NUM,NUM,NUM,TEXT
puid,nickname,pLevel,monsterId,stage,mLevel,exp,lazy,lazyExp,disposition,skillList
va2,va2,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
va2,va2,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
va2,va2,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
va2,va2,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vb1,vb1,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb1,vb1,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vb1,vb1,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vb1,vb1,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb1,vb1,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb2,vb2,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb2,vb2,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb2,vb2,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb2,vb2,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vb2,vb2,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vb2,vb2,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb2,vb2,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vb2,vb2,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vc1,vc1,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc1,vc1,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vc1,vc1,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vc1,vc1,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc1,vc1,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc2,vc2,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc2,vc2,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc2,vc2,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc2,vc2,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vc2,vc2,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
vc2,vc2,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc2,vc2,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
vc2,vc2,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010011,t010011,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010011,t010011,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010011,t010011,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010011,t010011,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010011,t010011,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010012,t010012,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010012,t010012,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010012,t010012,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010012,t010012,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010012,t010012,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010012,t010012,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010012,t010012,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010012,t010012,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010021,t010021,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010021,t010021,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010021,t010021,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010021,t010021,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010021,t010021,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010022,t010022,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010022,t010022,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010022,t010022,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010022,t010022,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010022,t010022,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010022,t010022,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010022,t010022,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010022,t010022,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010031,t010031,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010031,t010031,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010031,t010031,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010031,t010031,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010031,t010031,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010032,t010032,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010032,t010032,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010032,t010032,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010032,t010032,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010032,t010032,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010032,t010032,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010032,t010032,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010032,t010032,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010041,t010041,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010041,t010041,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010041,t010041,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010041,t010041,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010041,t010041,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010042,t010042,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010042,t010042,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010042,t010042,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010051,t010051,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010051,t010051,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010051,t010051,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010051,t010051,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010051,t010051,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010052,t010052,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010052,t010052,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010052,t010052,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010061,t010061,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010061,t010061,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010061,t010061,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010061,t010061,45,xgMomo,0,15,1,1,1,5,"{""attackSmashSlight"":15,""magicCureStrong"":15,""ultMomo"":15,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010061,t010061,45,xgHapi,0,15,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,45,xgAmute,0,40,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,45,xgWagui,0,40,1,1,1,2,"{""attackSmashSlight"":40,""magicWaterStrong"":40,""ultWagui"":40,""psvWagui"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,45,xgHapi,0,40,1,1,1,4,"{""attackCutMedium"":15,""magicMetalSlight"":15,""buffHot"":1,""ultHapi"":15,""psvHapi"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,45,xgLuoxinfu,0,40,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010062,t010062,45,xgHuapo,0,40,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010062,t010062,45,xgHetong,0,40,1,1,1,4,"{""attackCutSlight"":40,""magicWaterMedium"":40,""ultHetong"":40,""psvHetong"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,45,xgMomo,0,40,1,1,1,5,"{""attackSmashSlight"":40,""magicCureStrong"":40,""ultMomo"":40,""psvMomo"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010062,t010062,45,xgXiyiren,0,40,1,1,1,6,"{""attackCutMedium"":40,""magicPlantSlight"":40,""ultXiyiren"":40,""psvXiyiren"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010071,t010071,45,xgAmute,0,15,1,1,1,6,"{""attackSmashSlight"":15,""magicWaterSlight"":15,""ultAmute"":15,""psvAmute"":1,""lazy"":1,""defend"":1,""magicdazhaoPrepare"":1}"
t010071,t010071,45,xgHuapo,0,15,1,1,1,1,"{""attackStabMedium"":15,""magicPlantSlight"":15,""ultHuapo"":15,""psvHuapo"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
t010071,t010071,45,xgLuoxinfu,0,15,1,1,1,1,"{""attackStabTriSlight"":15,""magicCureSlight"":15,""debuffEarthDotStrong"":15,""ultLuoxinfu"":15,""psvLuoxinfu"":1,""lazy"":1,""defend"":1,""phydazhaoPrepare"":1}"
